area_code,reference_area,area_type,year,dwelling_type,value,units
S12000042,Dundee City,local authority,1980,All,38,dwellings
S12000042,Dundee City,local authority,1996,All,271,dwellings
S12000042,Dundee City,local authority,2001,All,257,dwellings
S12000042,Dundee City,local authority,1998,All,319,dwellings
S12000042,Dundee City,local authority,1995,All,415,dwellings
S12000042,Dundee City,local authority,1999,House,130,dwellings
S12000042,Dundee City,local authority,2000,House,142,dwellings
S12000042,Dundee City,local authority,2004,House,119,dwellings
S12000042,Dundee City,local authority,2005,House,130,dwellings
S12000042,Dundee City,local authority,1983,All,190,dwellings
S12000042,Dundee City,local authority,1986,All,337,dwellings
S12000042,Dundee City,local authority,1984,All,271,dwellings
S12000042,Dundee City,local authority,1999,Flat,124,dwellings
S12000042,Dundee City,local authority,2000,Flat,154,dwellings
S12000042,Dundee City,local authority,1994,Flat,317,dwellings
S12000042,Dundee City,local authority,1995,Flat,233,dwellings
S12000042,Dundee City,local authority,1990,Flat,913,dwellings
S12000042,Dundee City,local authority,1988,Flat,315,dwellings
S12000042,Dundee City,local authority,1998,Flat,146,dwellings
S12000042,Dundee City,local authority,1989,Flat,449,dwellings
S12000042,Dundee City,local authority,2000,All,296,dwellings
S12000042,Dundee City,local authority,1980,House,34,dwellings
S12000042,Dundee City,local authority,2002,All,237,dwellings
S12000042,Dundee City,local authority,1999,All,254,dwellings
S12000042,Dundee City,local authority,1996,Flat,149,dwellings
S12000042,Dundee City,local authority,1997,Flat,203,dwellings
S12000042,Dundee City,local authority,1981,All,57,dwellings
S12000042,Dundee City,local authority,1982,Flat,47,dwellings
S12000042,Dundee City,local authority,1981,Flat,10,dwellings
S12000042,Dundee City,local authority,1987,Flat,132,dwellings
S12000042,Dundee City,local authority,1986,Flat,67,dwellings
S12000042,Dundee City,local authority,1982,House,156,dwellings
S12000042,Dundee City,local authority,1981,House,47,dwellings
S12000042,Dundee City,local authority,1984,Flat,52,dwellings
S12000042,Dundee City,local authority,1983,Flat,35,dwellings
S12000042,Dundee City,local authority,1988,House,467,dwellings
S12000042,Dundee City,local authority,1984,House,219,dwellings
S12000042,Dundee City,local authority,1987,House,277,dwellings
S12000042,Dundee City,local authority,1989,House,619,dwellings
S12000042,Dundee City,local authority,1980,Flat,4,dwellings
S12000042,Dundee City,local authority,1985,Flat,58,dwellings
S12000042,Dundee City,local authority,1983,House,155,dwellings
S12000042,Dundee City,local authority,1986,House,270,dwellings
S12000042,Dundee City,local authority,2003,All,265,dwellings
S12000042,Dundee City,local authority,1985,House,320,dwellings
S12000042,Dundee City,local authority,2004,All,260,dwellings
S12000042,Dundee City,local authority,2005,All,279,dwellings
S12000042,Dundee City,local authority,1991,House,577,dwellings
S12000042,Dundee City,local authority,1995,House,182,dwellings
S12000042,Dundee City,local authority,1996,House,122,dwellings
S12000042,Dundee City,local authority,1994,House,316,dwellings
S12000045,East Dunbartonshire,local authority,1987,House,233,dwellings
S12000045,East Dunbartonshire,local authority,1986,House,114,dwellings
S12000045,East Dunbartonshire,local authority,2005,Flat,81,dwellings
S12000045,East Dunbartonshire,local authority,1983,Flat,13,dwellings
S12000045,East Dunbartonshire,local authority,1985,Flat,15,dwellings
S12000045,East Dunbartonshire,local authority,1984,Flat,8,dwellings
S12000045,East Dunbartonshire,local authority,1982,Flat,17,dwellings
S12000045,East Dunbartonshire,local authority,2000,House,117,dwellings
S12000045,East Dunbartonshire,local authority,2005,House,75,dwellings
S12000045,East Dunbartonshire,local authority,1990,Flat,114,dwellings
S12000045,East Dunbartonshire,local authority,1999,House,125,dwellings
S12000045,East Dunbartonshire,local authority,2003,House,251,dwellings
S12000045,East Dunbartonshire,local authority,1999,Flat,65,dwellings
S12000045,East Dunbartonshire,local authority,2000,Flat,42,dwellings
S12000045,East Dunbartonshire,local authority,2001,Flat,74,dwellings
S12000045,East Dunbartonshire,local authority,1991,Flat,85,dwellings
S12000045,East Dunbartonshire,local authority,2003,Flat,137,dwellings
S12000045,East Dunbartonshire,local authority,2002,Flat,74,dwellings
S12000045,East Dunbartonshire,local authority,2004,Flat,76,dwellings
S12000045,East Dunbartonshire,local authority,2001,House,93,dwellings
S12000045,East Dunbartonshire,local authority,2002,House,156,dwellings
S12000045,East Dunbartonshire,local authority,1992,Flat,100,dwellings
S12000045,East Dunbartonshire,local authority,1994,Flat,61,dwellings
S12000045,East Dunbartonshire,local authority,1995,House,78,dwellings
S12000045,East Dunbartonshire,local authority,1994,House,125,dwellings
S12000045,East Dunbartonshire,local authority,1993,Flat,62,dwellings
S12000045,East Dunbartonshire,local authority,1989,Flat,136,dwellings
S12000045,East Dunbartonshire,local authority,1982,House,136,dwellings
S12000045,East Dunbartonshire,local authority,1983,House,174,dwellings
S12000045,East Dunbartonshire,local authority,2004,House,146,dwellings
S12000045,East Dunbartonshire,local authority,1980,House,29,dwellings
S12000045,East Dunbartonshire,local authority,1992,House,138,dwellings
S12000045,East Dunbartonshire,local authority,1993,House,113,dwellings
S12000045,East Dunbartonshire,local authority,1988,House,296,dwellings
S12000045,East Dunbartonshire,local authority,1989,House,281,dwellings
S12000045,East Dunbartonshire,local authority,1998,House,88,dwellings
S12000045,East Dunbartonshire,local authority,1996,House,85,dwellings
S12000045,East Dunbartonshire,local authority,1997,House,107,dwellings
S12000045,East Dunbartonshire,local authority,1981,Flat,22,dwellings
S12000045,East Dunbartonshire,local authority,1980,Flat,3,dwellings
S12000045,East Dunbartonshire,local authority,1985,House,149,dwellings
S12000045,East Dunbartonshire,local authority,1984,House,109,dwellings
S12000045,East Dunbartonshire,local authority,1988,Flat,88,dwellings
S12000045,East Dunbartonshire,local authority,1987,Flat,38,dwellings
S12000045,East Dunbartonshire,local authority,1986,Flat,30,dwellings
S12000045,East Dunbartonshire,local authority,1995,Flat,52,dwellings
S12000045,East Dunbartonshire,local authority,1998,Flat,61,dwellings
S12000045,East Dunbartonshire,local authority,1981,House,255,dwellings
S12000045,East Dunbartonshire,local authority,1996,Flat,46,dwellings
S12000045,East Dunbartonshire,local authority,1991,House,136,dwellings
S12000045,East Dunbartonshire,local authority,1990,House,165,dwellings
S12000045,East Dunbartonshire,local authority,1997,Flat,48,dwellings
S12000045,East Dunbartonshire,local authority,2002,All,230,dwellings
S12000045,East Dunbartonshire,local authority,2003,All,388,dwellings
S12000045,East Dunbartonshire,local authority,1982,All,153,dwellings
S12000045,East Dunbartonshire,local authority,2001,All,167,dwellings
S12000045,East Dunbartonshire,local authority,2000,All,159,dwellings
S12000045,East Dunbartonshire,local authority,1983,All,187,dwellings
S12000045,East Dunbartonshire,local authority,1980,All,32,dwellings
S12000045,East Dunbartonshire,local authority,1981,All,277,dwellings
S12000045,East Dunbartonshire,local authority,1984,All,117,dwellings
S12000045,East Dunbartonshire,local authority,1994,All,186,dwellings
S12000045,East Dunbartonshire,local authority,1998,All,149,dwellings
S12000045,East Dunbartonshire,local authority,1993,All,175,dwellings
S12000045,East Dunbartonshire,local authority,1997,All,155,dwellings
S12000045,East Dunbartonshire,local authority,1999,All,190,dwellings
S12000045,East Dunbartonshire,local authority,2005,All,156,dwellings
S12000045,East Dunbartonshire,local authority,2004,All,222,dwellings
S12000045,East Dunbartonshire,local authority,1996,All,131,dwellings
S12000045,East Dunbartonshire,local authority,1995,All,130,dwellings
S12000045,East Dunbartonshire,local authority,1992,All,238,dwellings
S12000045,East Dunbartonshire,local authority,1991,All,221,dwellings
S12000045,East Dunbartonshire,local authority,1990,All,279,dwellings
S12000045,East Dunbartonshire,local authority,1989,All,417,dwellings
S12000045,East Dunbartonshire,local authority,1988,All,384,dwellings
S12000045,East Dunbartonshire,local authority,1987,All,271,dwellings
S12000045,East Dunbartonshire,local authority,1986,All,144,dwellings
S12000045,East Dunbartonshire,local authority,1985,All,164,dwellings
S08000015,Ayrshire and Arran,health board,2005,All,1224,dwellings
S08000015,Ayrshire and Arran,health board,2004,All,1364,dwellings
S08000015,Ayrshire and Arran,health board,2004,House,998,dwellings
S08000015,Ayrshire and Arran,health board,2002,House,1043,dwellings
S08000015,Ayrshire and Arran,health board,2004,Flat,366,dwellings
S08000015,Ayrshire and Arran,health board,2002,Flat,324,dwellings
S08000015,Ayrshire and Arran,health board,2005,Flat,376,dwellings
S08000015,Ayrshire and Arran,health board,2003,Flat,496,dwellings
S08000015,Ayrshire and Arran,health board,2003,House,1232,dwellings
S08000015,Ayrshire and Arran,health board,2002,All,1367,dwellings
S08000015,Ayrshire and Arran,health board,2005,House,848,dwellings
S08000015,Ayrshire and Arran,health board,2003,All,1728,dwellings
S08000016,Borders,health board,2003,House,132,dwellings
S08000016,Borders,health board,2002,House,146,dwellings
S08000016,Borders,health board,2005,House,90,dwellings
S08000016,Borders,health board,2004,House,85,dwellings
S08000016,Borders,health board,2002,Flat,74,dwellings
S08000016,Borders,health board,2005,Flat,69,dwellings
S08000016,Borders,health board,2004,Flat,82,dwellings
S08000016,Borders,health board,2004,All,167,dwellings
S08000016,Borders,health board,2005,All,159,dwellings
S08000016,Borders,health board,2002,All,220,dwellings
S08000016,Borders,health board,2003,All,192,dwellings
S08000016,Borders,health board,2003,Flat,60,dwellings
S08000017,Dumfries and Galloway,health board,2002,All,404,dwellings
S08000017,Dumfries and Galloway,health board,2003,House,428,dwellings
S08000017,Dumfries and Galloway,health board,2003,All,496,dwellings
S08000017,Dumfries and Galloway,health board,2004,All,304,dwellings
S08000017,Dumfries and Galloway,health board,2005,Flat,53,dwellings
S08000017,Dumfries and Galloway,health board,2003,Flat,68,dwellings
S08000017,Dumfries and Galloway,health board,2004,Flat,46,dwellings
S08000017,Dumfries and Galloway,health board,2005,All,284,dwellings
S08000017,Dumfries and Galloway,health board,2002,House,357,dwellings
S08000017,Dumfries and Galloway,health board,2002,Flat,47,dwellings
S08000017,Dumfries and Galloway,health board,2005,House,231,dwellings
S08000017,Dumfries and Galloway,health board,2004,House,258,dwellings
S08000019,Forth Valley,health board,2003,House,920,dwellings
S08000019,Forth Valley,health board,2004,All,988,dwellings
S08000019,Forth Valley,health board,2002,All,1289,dwellings
S08000019,Forth Valley,health board,2003,All,1276,dwellings
S08000019,Forth Valley,health board,2004,Flat,318,dwellings
S08000019,Forth Valley,health board,2005,Flat,311,dwellings
S08000019,Forth Valley,health board,2002,Flat,351,dwellings
S08000019,Forth Valley,health board,2002,House,938,dwellings
S08000019,Forth Valley,health board,2004,House,670,dwellings
S08000019,Forth Valley,health board,2003,Flat,356,dwellings
S08000019,Forth Valley,health board,2005,House,517,dwellings
S08000019,Forth Valley,health board,2005,All,828,dwellings
S08000020,Grampian,health board,2004,Flat,322,dwellings
S08000020,Grampian,health board,2005,House,667,dwellings
S08000020,Grampian,health board,2003,Flat,418,dwellings
S08000020,Grampian,health board,2002,House,873,dwellings
S08000020,Grampian,health board,2003,House,902,dwellings
S08000020,Grampian,health board,2002,Flat,338,dwellings
S08000020,Grampian,health board,2004,House,662,dwellings
S08000020,Grampian,health board,2005,All,1054,dwellings
S08000020,Grampian,health board,2004,All,984,dwellings
S08000020,Grampian,health board,2003,All,1320,dwellings
S08000020,Grampian,health board,2005,Flat,387,dwellings
S08000020,Grampian,health board,2002,All,1211,dwellings
S08000022,Highland,health board,2004,House,677,dwellings
S08000022,Highland,health board,2003,House,762,dwellings
S08000022,Highland,health board,2002,Flat,158,dwellings
S08000022,Highland,health board,2004,Flat,174,dwellings
S08000022,Highland,health board,2005,Flat,129,dwellings
S08000022,Highland,health board,2003,All,943,dwellings
S08000022,Highland,health board,2002,House,702,dwellings
S08000022,Highland,health board,2002,All,860,dwellings
S08000022,Highland,health board,2004,All,851,dwellings
S08000022,Highland,health board,2003,Flat,181,dwellings
S08000022,Highland,health board,2005,All,688,dwellings
S08000022,Highland,health board,2005,House,559,dwellings
S08000024,Lothian,health board,2005,Flat,508,dwellings
S08000024,Lothian,health board,2003,Flat,1015,dwellings
S08000024,Lothian,health board,2004,Flat,689,dwellings
S08000024,Lothian,health board,2005,All,1056,dwellings
S08000024,Lothian,health board,2003,All,2561,dwellings
S08000024,Lothian,health board,2002,Flat,772,dwellings
S08000024,Lothian,health board,2002,All,2097,dwellings
S08000024,Lothian,health board,2004,All,1560,dwellings
S08000024,Lothian,health board,2004,House,871,dwellings
S08000024,Lothian,health board,2002,House,1325,dwellings
S08000024,Lothian,health board,2003,House,1546,dwellings
S08000024,Lothian,health board,2005,House,548,dwellings
S08000025,Orkney,health board,2005,All,18,dwellings
S08000025,Orkney,health board,2004,Flat,2,dwellings
S08000025,Orkney,health board,2003,Flat,4,dwellings
S08000025,Orkney,health board,2002,All,24,dwellings
S08000025,Orkney,health board,2004,All,27,dwellings
S08000025,Orkney,health board,2002,Flat,2,dwellings
S08000025,Orkney,health board,2004,House,25,dwellings
S08000025,Orkney,health board,2005,Flat,4,dwellings
S08000025,Orkney,health board,2003,All,34,dwellings
S08000025,Orkney,health board,2002,House,22,dwellings
S08000025,Orkney,health board,2003,House,30,dwellings
S08000025,Orkney,health board,2005,House,14,dwellings
S08000026,Shetland,health board,2005,All,50,dwellings
S08000026,Shetland,health board,2004,All,33,dwellings
S08000026,Shetland,health board,2003,All,60,dwellings
S08000026,Shetland,health board,2005,House,42,dwellings
S08000026,Shetland,health board,2004,House,31,dwellings
S08000026,Shetland,health board,2002,All,85,dwellings
S08000026,Shetland,health board,2002,House,83,dwellings
S08000026,Shetland,health board,2004,Flat,2,dwellings
S08000026,Shetland,health board,2005,Flat,8,dwellings
S08000026,Shetland,health board,2003,House,51,dwellings
S08000026,Shetland,health board,2003,Flat,9,dwellings
S08000026,Shetland,health board,2002,Flat,2,dwellings
S08000028,Western Isles,health board,2003,All,64,dwellings
S08000028,Western Isles,health board,2004,Flat,7,dwellings
S08000028,Western Isles,health board,2003,Flat,9,dwellings
S08000028,Western Isles,health board,2004,House,40,dwellings
S08000028,Western Isles,health board,2003,House,55,dwellings
S08000028,Western Isles,health board,2005,House,41,dwellings
S08000028,Western Isles,health board,2002,All,69,dwellings
S08000028,Western Isles,health board,2004,All,47,dwellings
S08000028,Western Isles,health board,2005,All,49,dwellings
S08000028,Western Isles,health board,2002,Flat,7,dwellings
S08000028,Western Isles,health board,2002,House,62,dwellings
S08000028,Western Isles,health board,2005,Flat,8,dwellings
S12000047,Fife,local authority,2004,Flat,413,dwellings
S12000047,Fife,local authority,1995,Flat,280,dwellings
S12000047,Fife,local authority,1990,Flat,541,dwellings
S12000047,Fife,local authority,1994,Flat,413,dwellings
S12000047,Fife,local authority,1996,Flat,187,dwellings
S12000047,Fife,local authority,1991,Flat,414,dwellings
S12000047,Fife,local authority,1991,All,1331,dwellings
S12000047,Fife,local authority,1993,Flat,388,dwellings
S12000047,Fife,local authority,1989,Flat,681,dwellings
S12000047,Fife,local authority,1983,Flat,226,dwellings
S12000047,Fife,local authority,1988,Flat,477,dwellings
S12000047,Fife,local authority,1987,Flat,306,dwellings
S12000047,Fife,local authority,1986,Flat,179,dwellings
S12000047,Fife,local authority,1985,Flat,186,dwellings
S12000047,Fife,local authority,1984,Flat,252,dwellings
S12000047,Fife,local authority,1983,All,2420,dwellings
S12000047,Fife,local authority,2005,All,925,dwellings
S12000047,Fife,local authority,1981,All,1078,dwellings
S12000047,Fife,local authority,1984,All,2196,dwellings
S12000047,Fife,local authority,1993,All,1105,dwellings
S12000047,Fife,local authority,1996,All,622,dwellings
S12000047,Fife,local authority,1994,All,1287,dwellings
S12000047,Fife,local authority,1986,All,1348,dwellings
S12000047,Fife,local authority,1985,All,1623,dwellings
S12000047,Fife,local authority,1980,All,953,dwellings
S12000047,Fife,local authority,1987,All,1452,dwellings
S12000047,Fife,local authority,1982,All,1747,dwellings
S12000047,Fife,local authority,1988,All,2202,dwellings
S12000047,Fife,local authority,1997,Flat,272,dwellings
S12000047,Fife,local authority,1998,Flat,236,dwellings
S12000047,Fife,local authority,2001,Flat,255,dwellings
S12000047,Fife,local authority,2002,Flat,258,dwellings
S12000047,Fife,local authority,2005,Flat,345,dwellings
S12000047,Fife,local authority,2003,Flat,447,dwellings
S12000047,Fife,local authority,1990,All,1855,dwellings
S12000047,Fife,local authority,1989,All,2701,dwellings
S12000047,Fife,local authority,1995,All,949,dwellings
S12000047,Fife,local authority,1999,Flat,207,dwellings
S12000047,Fife,local authority,2000,Flat,217,dwellings
S12000047,Fife,local authority,1992,All,1390,dwellings
S12000047,Fife,local authority,1986,House,1169,dwellings
S12000047,Fife,local authority,1987,House,1146,dwellings
S12000047,Fife,local authority,1991,House,917,dwellings
S12000047,Fife,local authority,1990,House,1314,dwellings
S12000047,Fife,local authority,2004,House,661,dwellings
S12000047,Fife,local authority,2005,House,580,dwellings
S12000047,Fife,local authority,1980,House,894,dwellings
S12000047,Fife,local authority,1981,House,1019,dwellings
S12000047,Fife,local authority,1983,House,2194,dwellings
S12000047,Fife,local authority,1984,House,1944,dwellings
S12000047,Fife,local authority,1985,House,1437,dwellings
S12000047,Fife,local authority,1989,House,2020,dwellings
S12000047,Fife,local authority,1988,House,1725,dwellings
S12000047,Fife,local authority,1982,House,1587,dwellings
S12000047,Fife,local authority,2000,House,533,dwellings
S12000047,Fife,local authority,1997,House,617,dwellings
S12000047,Fife,local authority,1992,House,909,dwellings
S12000047,Fife,local authority,1999,House,616,dwellings
S12000047,Fife,local authority,1998,House,590,dwellings
S12000047,Fife,local authority,1992,Flat,481,dwellings
S12000047,Fife,local authority,1996,House,435,dwellings
S12000047,Fife,local authority,2001,House,605,dwellings
S12000047,Fife,local authority,2003,House,935,dwellings
S12000047,Fife,local authority,2002,House,693,dwellings
S12000047,Fife,local authority,1993,House,717,dwellings
S12000047,Fife,local authority,1995,House,669,dwellings
S12000047,Fife,local authority,1994,House,874,dwellings
S12000047,Fife,local authority,1997,All,889,dwellings
S12000047,Fife,local authority,2000,All,750,dwellings
S12000047,Fife,local authority,1998,All,826,dwellings
S12000047,Fife,local authority,1982,Flat,160,dwellings
S12000047,Fife,local authority,1981,Flat,59,dwellings
S12000047,Fife,local authority,1999,All,823,dwellings
S12000047,Fife,local authority,2001,All,860,dwellings
S12000047,Fife,local authority,2004,All,1074,dwellings
S12000047,Fife,local authority,2002,All,951,dwellings
S12000047,Fife,local authority,1980,Flat,59,dwellings
S12000047,Fife,local authority,2003,All,1382,dwellings
S12000048,Perth and Kinross,local authority,1996,House,126,dwellings
S12000048,Perth and Kinross,local authority,1997,House,187,dwellings
S12000048,Perth and Kinross,local authority,2005,All,237,dwellings
S12000048,Perth and Kinross,local authority,1995,House,189,dwellings
S12000048,Perth and Kinross,local authority,1983,All,561,dwellings
S12000048,Perth and Kinross,local authority,1984,All,363,dwellings
S12000048,Perth and Kinross,local authority,1986,All,242,dwellings
S12000048,Perth and Kinross,local authority,1994,House,237,dwellings
S12000048,Perth and Kinross,local authority,1993,House,162,dwellings
S12000048,Perth and Kinross,local authority,2001,House,111,dwellings
S12000048,Perth and Kinross,local authority,2002,All,302,dwellings
S12000048,Perth and Kinross,local authority,1999,All,246,dwellings
S12000048,Perth and Kinross,local authority,2001,All,177,dwellings
S12000048,Perth and Kinross,local authority,1995,Flat,110,dwellings
S12000048,Perth and Kinross,local authority,1996,Flat,73,dwellings
S12000048,Perth and Kinross,local authority,2000,All,211,dwellings
S12000048,Perth and Kinross,local authority,2004,All,274,dwellings
S12000048,Perth and Kinross,local authority,1997,All,266,dwellings
S12000048,Perth and Kinross,local authority,2003,All,367,dwellings
S12000048,Perth and Kinross,local authority,1995,All,299,dwellings
S12000048,Perth and Kinross,local authority,1996,All,199,dwellings
S12000048,Perth and Kinross,local authority,1998,All,250,dwellings
S12000048,Perth and Kinross,local authority,1991,House,251,dwellings
S12000048,Perth and Kinross,local authority,1984,House,328,dwellings
S12000048,Perth and Kinross,local authority,1980,House,190,dwellings
S12000048,Perth and Kinross,local authority,1981,House,271,dwellings
S12000048,Perth and Kinross,local authority,1986,House,213,dwellings
S12000048,Perth and Kinross,local authority,1985,House,230,dwellings
S12000048,Perth and Kinross,local authority,1983,House,528,dwellings
S12000048,Perth and Kinross,local authority,1982,House,459,dwellings
S12000048,Perth and Kinross,local authority,1987,House,228,dwellings
S12000048,Perth and Kinross,local authority,1988,House,308,dwellings
S12000048,Perth and Kinross,local authority,1990,House,444,dwellings
S12000048,Perth and Kinross,local authority,1992,House,281,dwellings
S12000048,Perth and Kinross,local authority,2003,House,271,dwellings
S12000048,Perth and Kinross,local authority,2005,House,150,dwellings
S12000048,Perth and Kinross,local authority,1989,House,354,dwellings
S12000048,Perth and Kinross,local authority,2004,House,201,dwellings
S12000048,Perth and Kinross,local authority,1992,All,428,dwellings
S12000048,Perth and Kinross,local authority,1981,All,291,dwellings
S12000048,Perth and Kinross,local authority,1994,All,366,dwellings
S12000048,Perth and Kinross,local authority,1991,All,378,dwellings
S12000048,Perth and Kinross,local authority,1980,All,208,dwellings
S12000048,Perth and Kinross,local authority,1985,All,264,dwellings
S12000048,Perth and Kinross,local authority,1982,All,496,dwellings
S12000048,Perth and Kinross,local authority,2002,House,200,dwellings
S12000048,Perth and Kinross,local authority,1999,House,173,dwellings
S12000048,Perth and Kinross,local authority,1989,All,502,dwellings
S12000048,Perth and Kinross,local authority,2000,House,143,dwellings
S12000048,Perth and Kinross,local authority,1998,House,175,dwellings
S12000048,Perth and Kinross,local authority,1988,All,419,dwellings
S12000048,Perth and Kinross,local authority,1993,All,240,dwellings
S12000048,Perth and Kinross,local authority,1990,All,661,dwellings
S12000048,Perth and Kinross,local authority,1987,All,272,dwellings
S12000048,Perth and Kinross,local authority,1983,Flat,33,dwellings
S12000048,Perth and Kinross,local authority,1982,Flat,37,dwellings
S12000048,Perth and Kinross,local authority,1999,Flat,73,dwellings
S12000048,Perth and Kinross,local authority,1981,Flat,20,dwellings
S12000048,Perth and Kinross,local authority,1984,Flat,35,dwellings
S12000048,Perth and Kinross,local authority,2003,Flat,96,dwellings
S12000048,Perth and Kinross,local authority,1997,Flat,79,dwellings
S12000048,Perth and Kinross,local authority,2001,Flat,66,dwellings
S12000048,Perth and Kinross,local authority,2000,Flat,68,dwellings
S12000048,Perth and Kinross,local authority,1998,Flat,75,dwellings
S12000048,Perth and Kinross,local authority,1985,Flat,34,dwellings
S12000048,Perth and Kinross,local authority,1987,Flat,44,dwellings
S12000048,Perth and Kinross,local authority,1986,Flat,29,dwellings
S12000048,Perth and Kinross,local authority,2005,Flat,87,dwellings
S12000048,Perth and Kinross,local authority,2004,Flat,73,dwellings
S12000048,Perth and Kinross,local authority,1989,Flat,148,dwellings
S12000048,Perth and Kinross,local authority,1988,Flat,111,dwellings
S12000048,Perth and Kinross,local authority,1980,Flat,18,dwellings
S12000048,Perth and Kinross,local authority,1990,Flat,217,dwellings
S12000048,Perth and Kinross,local authority,1991,Flat,127,dwellings
S12000048,Perth and Kinross,local authority,1992,Flat,147,dwellings
S12000048,Perth and Kinross,local authority,1994,Flat,129,dwellings
S12000048,Perth and Kinross,local authority,2002,Flat,102,dwellings
S12000048,Perth and Kinross,local authority,1993,Flat,78,dwellings
S08000031,Greater Glasgow and Clyde,health board,2005,All,1977,dwellings
S08000031,Greater Glasgow and Clyde,health board,2002,All,3958,dwellings
S08000031,Greater Glasgow and Clyde,health board,2004,House,909,dwellings
S08000031,Greater Glasgow and Clyde,health board,2004,Flat,1443,dwellings
S08000031,Greater Glasgow and Clyde,health board,2005,House,699,dwellings
S08000031,Greater Glasgow and Clyde,health board,2003,All,3713,dwellings
S08000031,Greater Glasgow and Clyde,health board,2003,House,1640,dwellings
S08000031,Greater Glasgow and Clyde,health board,2002,House,1670,dwellings
S08000031,Greater Glasgow and Clyde,health board,2004,All,2352,dwellings
S08000031,Greater Glasgow and Clyde,health board,2002,Flat,2288,dwellings
S08000031,Greater Glasgow and Clyde,health board,2005,Flat,1278,dwellings
S08000031,Greater Glasgow and Clyde,health board,2003,Flat,2073,dwellings
S08000032,Lanarkshire,health board,2002,House,1744,dwellings
S08000032,Lanarkshire,health board,2003,House,1997,dwellings
S08000032,Lanarkshire,health board,2004,House,1431,dwellings
S08000032,Lanarkshire,health board,2005,House,1124,dwellings
S08000032,Lanarkshire,health board,2002,All,2452,dwellings
S08000032,Lanarkshire,health board,2005,All,1755,dwellings
S08000032,Lanarkshire,health board,2003,All,2803,dwellings
S08000032,Lanarkshire,health board,2004,All,2163,dwellings
S08000032,Lanarkshire,health board,2005,Flat,631,dwellings
S08000032,Lanarkshire,health board,2004,Flat,732,dwellings
S08000032,Lanarkshire,health board,2003,Flat,806,dwellings
S08000032,Lanarkshire,health board,2002,Flat,708,dwellings
S12000049,Glasgow City,local authority,2002,Flat,1302,dwellings
S12000049,Glasgow City,local authority,2001,Flat,1127,dwellings
S12000049,Glasgow City,local authority,1991,House,888,dwellings
S12000049,Glasgow City,local authority,2003,Flat,996,dwellings
S12000049,Glasgow City,local authority,2000,Flat,1170,dwellings
S12000049,Glasgow City,local authority,1994,House,547,dwellings
S12000049,Glasgow City,local authority,1993,House,609,dwellings
S12000049,Glasgow City,local authority,1992,House,880,dwellings
S12000049,Glasgow City,local authority,1990,House,1533,dwellings
S12000049,Glasgow City,local authority,1993,Flat,1318,dwellings
S12000049,Glasgow City,local authority,1999,Flat,1117,dwellings
S12000049,Glasgow City,local authority,1994,Flat,1178,dwellings
S12000049,Glasgow City,local authority,1998,Flat,1300,dwellings
S12000049,Glasgow City,local authority,1997,Flat,1290,dwellings
S12000049,Glasgow City,local authority,2004,Flat,733,dwellings
S12000049,Glasgow City,local authority,2005,Flat,576,dwellings
S12000049,Glasgow City,local authority,1996,Flat,828,dwellings
S12000049,Glasgow City,local authority,1995,Flat,898,dwellings
S12000049,Glasgow City,local authority,2000,House,643,dwellings
S12000049,Glasgow City,local authority,1999,House,523,dwellings
S12000049,Glasgow City,local authority,1998,House,560,dwellings
S12000049,Glasgow City,local authority,1995,House,478,dwellings
S12000049,Glasgow City,local authority,1997,House,608,dwellings
S12000049,Glasgow City,local authority,1996,House,441,dwellings
S12000049,Glasgow City,local authority,1983,House,647,dwellings
S12000049,Glasgow City,local authority,1984,House,317,dwellings
S12000049,Glasgow City,local authority,1982,House,886,dwellings
S12000049,Glasgow City,local authority,1981,House,16,dwellings
S12000049,Glasgow City,local authority,1980,House,22,dwellings
S12000049,Glasgow City,local authority,1987,House,487,dwellings
S12000049,Glasgow City,local authority,1989,House,1321,dwellings
S12000049,Glasgow City,local authority,1988,House,1020,dwellings
S12000049,Glasgow City,local authority,1986,House,511,dwellings
S12000049,Glasgow City,local authority,1985,House,459,dwellings
S12000049,Glasgow City,local authority,2003,House,488,dwellings
S12000049,Glasgow City,local authority,2005,House,191,dwellings
S12000049,Glasgow City,local authority,2004,House,243,dwellings
S12000049,Glasgow City,local authority,2002,House,635,dwellings
S12000049,Glasgow City,local authority,2001,House,604,dwellings
S12000049,Glasgow City,local authority,1982,All,1161,dwellings
S12000049,Glasgow City,local authority,1985,All,762,dwellings
S12000049,Glasgow City,local authority,1983,All,1197,dwellings
S12000049,Glasgow City,local authority,1992,All,2741,dwellings
S12000049,Glasgow City,local authority,1993,All,1927,dwellings
S12000049,Glasgow City,local authority,1987,All,1055,dwellings
S12000049,Glasgow City,local authority,1986,All,741,dwellings
S12000049,Glasgow City,local authority,1981,Flat,2,dwellings
S12000049,Glasgow City,local authority,1988,All,2545,dwellings
S12000049,Glasgow City,local authority,1989,All,3296,dwellings
S12000049,Glasgow City,local authority,2001,All,1731,dwellings
S12000049,Glasgow City,local authority,2000,All,1813,dwellings
S12000049,Glasgow City,local authority,1998,All,1860,dwellings
S12000049,Glasgow City,local authority,1984,All,512,dwellings
S12000049,Glasgow City,local authority,1983,Flat,550,dwellings
S12000049,Glasgow City,local authority,2002,All,1937,dwellings
S12000049,Glasgow City,local authority,2005,All,767,dwellings
