FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern,Population Group
S12000041,2011,Mean,Pounds (GBP),182,Female,Part Time,Residence Based
S12000040,2010,Median,Pounds (GBP),164.1,Female,Part Time,Residence Based
S12000006,2010,Mean,Pounds (GBP),142.9,Female,Part Time,Residence Based
S12000049,2018,Median,Pounds (GBP),405.4,Female,All Patterns,Workplace Based
S12000011,2010,Mean,Pounds (GBP),223.9,Female,Part Time,Residence Based
S92000003,2012,Median,Pounds (GBP),168,Female,Part Time,Residence Based
S12000033,2012,Mean,Pounds (GBP),198.7,Female,Part Time,Residence Based
S12000040,2012,Median,Pounds (GBP),160.3,Female,Part Time,Residence Based
S12000036,2013,Mean,Pounds (GBP),209.3,Female,Part Time,Residence Based
S12000035,2008,Median,Pounds (GBP),152.4,Female,Part Time,Residence Based
S12000040,2012,Mean,Pounds (GBP),200.9,Female,Part Time,Residence Based
S12000045,2018,Mean,Pounds (GBP),485.6,Female,All Patterns,Residence Based
S12000039,2012,Median,Pounds (GBP),141.9,Female,Part Time,Residence Based
S12000018,2014,Mean,Pounds (GBP),203,Female,Part Time,Residence Based
S12000049,2017,Mean,Pounds (GBP),450.1,Female,All Patterns,Workplace Based
S12000005,2013,Median,Pounds (GBP),142.8,Female,Part Time,Residence Based
S12000011,2010,Median,Pounds (GBP),170.8,Female,Part Time,Residence Based
S12000033,2012,Median,Pounds (GBP),165.5,Female,Part Time,Residence Based
S92000003,2011,Median,Pounds (GBP),161.5,Female,Part Time,Residence Based
S12000039,2012,Mean,Pounds (GBP),172.2,Female,Part Time,Residence Based
S12000038,2003,Mean,Pounds (GBP),281.3,Female,All Patterns,Residence Based
S12000017,2002,Mean,Pounds (GBP),242.2,Female,All Patterns,Residence Based
S12000036,2003,Mean,Pounds (GBP),339,Female,All Patterns,Residence Based
S12000047,2002,Mean,Pounds (GBP),244.4,Female,All Patterns,Residence Based
S12000036,2005,Mean,Pounds (GBP),381.9,Female,All Patterns,Residence Based
S12000030,2010,Mean,Pounds (GBP),222.1,Female,Part Time,Residence Based
S12000041,2010,Mean,Pounds (GBP),177.3,Female,Part Time,Residence Based
S12000013,2015,Median,Pounds (GBP),350.9,Female,All Patterns,Residence Based
S12000041,2011,Median,Pounds (GBP),166.5,Female,Part Time,Residence Based
S12000049,2010,Mean,Pounds (GBP),392.4,Female,All Patterns,Workplace Based
S12000029,2014,Median,Pounds (GBP),182.9,Female,Part Time,Residence Based
S12000028,2007,Mean,Pounds (GBP),348.5,Female,All Patterns,Residence Based
S12000014,2018,Mean,Pounds (GBP),468.6,Female,All Patterns,Residence Based
S12000034,2003,Mean,Pounds (GBP),258.5,Female,All Patterns,Residence Based
S12000017,2004,Median,Pounds (GBP),229.4,Female,All Patterns,Residence Based
S12000019,2002,Mean,Pounds (GBP),244.4,Female,All Patterns,Residence Based
S12000010,2014,Mean,Pounds (GBP),231.7,Female,Part Time,Residence Based
S12000011,2014,Mean,Pounds (GBP),282.7,Female,Part Time,Residence Based
S12000040,2018,Mean,Pounds (GBP),416.6,Female,All Patterns,Residence Based
S12000014,2014,Median,Pounds (GBP),164.1,Female,Part Time,Residence Based
S12000035,2010,Mean,Pounds (GBP),167.1,Female,Part Time,Residence Based
S12000010,2014,Median,Pounds (GBP),216.6,Female,Part Time,Residence Based
S12000049,2009,Mean,Pounds (GBP),389.2,Female,All Patterns,Workplace Based
S12000034,2011,Mean,Pounds (GBP),181.7,Female,Part Time,Residence Based
S12000045,2014,Mean,Pounds (GBP),263.9,Female,Part Time,Residence Based
S92000003,2013,Mean,Pounds (GBP),201.8,Female,Part Time,Residence Based
S12000049,2009,Median,Pounds (GBP),341.2,Female,All Patterns,Workplace Based
S12000040,2018,Median,Pounds (GBP),375.9,Female,All Patterns,Residence Based
S12000033,2014,Median,Pounds (GBP),164.1,Female,Part Time,Residence Based
S12000050,2000,Median,Pounds (GBP),216.8,Female,All Patterns,Workplace Based
S12000035,2010,Median,Pounds (GBP),161.7,Female,Part Time,Residence Based
S12000049,2008,Mean,Pounds (GBP),377.9,Female,All Patterns,Workplace Based
S12000033,2014,Mean,Pounds (GBP),215.3,Female,Part Time,Residence Based
S92000003,2007,Mean,Pounds (GBP),175.5,Female,Part Time,Residence Based
S12000035,2008,Mean,Pounds (GBP),152.8,Female,Part Time,Residence Based
S12000048,2013,Mean,Pounds (GBP),241.4,Female,Part Time,Residence Based
S92000003,2002,Mean,Pounds (GBP),149.1,Female,Part Time,Residence Based
S12000050,1998,Median,Pounds (GBP),192.5,Female,All Patterns,Workplace Based
S12000049,2014,Mean,Pounds (GBP),420.4,Female,All Patterns,Workplace Based
S12000050,2000,Mean,Pounds (GBP),238.6,Female,All Patterns,Workplace Based
S92000003,2006,Mean,Pounds (GBP),168.8,Female,Part Time,Residence Based
S12000048,2013,Median,Pounds (GBP),201.6,Female,Part Time,Residence Based
S12000019,2015,Mean,Pounds (GBP),406.5,Female,All Patterns,Residence Based
S92000003,2003,Mean,Pounds (GBP),149.7,Female,Part Time,Residence Based
S92000003,2004,Mean,Pounds (GBP),158.8,Female,Part Time,Residence Based
S12000035,2013,Median,Pounds (GBP),152.1,Female,Part Time,Residence Based
S12000028,2011,Mean,Pounds (GBP),160.2,Female,Part Time,Residence Based
S92000003,2004,Median,Pounds (GBP),134,Female,Part Time,Residence Based
S12000050,1998,Mean,Pounds (GBP),215.3,Female,All Patterns,Workplace Based
S12000028,2011,Median,Pounds (GBP),127.3,Female,Part Time,Residence Based
S12000036,2008,Median,Pounds (GBP),165.1,Female,Part Time,Residence Based
S12000021,2013,Median,Pounds (GBP),184.1,Female,Part Time,Residence Based
S92000003,2006,Median,Pounds (GBP),139.4,Female,Part Time,Residence Based
S12000029,2011,Median,Pounds (GBP),170.1,Female,Part Time,Residence Based
S12000048,2011,Mean,Pounds (GBP),215.3,Female,Part Time,Residence Based
S12000013,2013,Mean,Pounds (GBP),220.6,Female,Part Time,Residence Based
S12000048,2011,Median,Pounds (GBP),178,Female,Part Time,Residence Based
S12000045,2018,Median,Pounds (GBP),441.3,Female,All Patterns,Residence Based
S12000045,2015,Mean,Pounds (GBP),428.4,Female,All Patterns,Residence Based
S12000023,2013,Mean,Pounds (GBP),218.2,Female,Part Time,Residence Based
S92000003,2007,Median,Pounds (GBP),147.6,Female,Part Time,Residence Based
S12000050,2015,Median,Pounds (GBP),343.1,Female,All Patterns,Workplace Based
S12000049,2011,Mean,Pounds (GBP),396.1,Female,All Patterns,Workplace Based
S12000049,2011,Median,Pounds (GBP),346.7,Female,All Patterns,Workplace Based
S12000021,2013,Mean,Pounds (GBP),218.5,Female,Part Time,Residence Based
S92000003,2005,Median,Pounds (GBP),138.2,Female,Part Time,Residence Based
S12000049,2000,Median,Pounds (GBP),232.3,Female,All Patterns,Workplace Based
S12000036,2008,Mean,Pounds (GBP),216.5,Female,Part Time,Residence Based
S92000003,2010,Mean,Pounds (GBP),193.1,Female,Part Time,Residence Based
S12000005,2008,Median,Pounds (GBP),143.6,Female,Part Time,Residence Based
S12000035,2013,Mean,Pounds (GBP),158,Female,Part Time,Residence Based
S12000010,2010,Median,Pounds (GBP),178.5,Female,Part Time,Residence Based
S12000045,2010,Mean,Pounds (GBP),235,Female,Part Time,Residence Based
S12000049,2002,Mean,Pounds (GBP),283.9,Female,All Patterns,Workplace Based
S12000017,2010,Median,Pounds (GBP),167.6,Female,Part Time,Residence Based
S12000017,2010,Mean,Pounds (GBP),187,Female,Part Time,Residence Based
S12000041,2013,Median,Pounds (GBP),174.8,Female,Part Time,Residence Based
S12000034,2014,Median,Pounds (GBP),159.9,Female,Part Time,Residence Based
S12000049,2001,Mean,Pounds (GBP),276.8,Female,All Patterns,Workplace Based
S12000041,2013,Mean,Pounds (GBP),203.2,Female,Part Time,Residence Based
S12000049,1999,Median,Pounds (GBP),228.9,Female,All Patterns,Workplace Based
S12000034,2014,Mean,Pounds (GBP),189,Female,Part Time,Residence Based
S92000003,2005,Mean,Pounds (GBP),167.4,Female,Part Time,Residence Based
S12000036,2013,Median,Pounds (GBP),172.9,Female,Part Time,Residence Based
S12000045,2010,Median,Pounds (GBP),205.2,Female,Part Time,Residence Based
S92000003,2002,Median,Pounds (GBP),124,Female,Part Time,Residence Based
S12000050,1997,Mean,Pounds (GBP),204,Female,All Patterns,Workplace Based
S12000010,2010,Mean,Pounds (GBP),217.5,Female,Part Time,Residence Based
S12000050,2009,Mean,Pounds (GBP),362.2,Female,All Patterns,Workplace Based
S12000023,2011,Mean,Pounds (GBP),245.3,Female,Part Time,Residence Based
S92000003,2003,Median,Pounds (GBP),127.4,Female,Part Time,Residence Based
S12000049,2000,Mean,Pounds (GBP),258.3,Female,All Patterns,Workplace Based
S12000006,2013,Median,Pounds (GBP),147.6,Female,Part Time,Residence Based
S12000050,1997,Median,Pounds (GBP),173.2,Female,All Patterns,Workplace Based
S12000005,2008,Mean,Pounds (GBP),156,Female,Part Time,Residence Based
S12000050,2011,Mean,Pounds (GBP),372.9,Female,All Patterns,Workplace Based
S12000038,2011,Mean,Pounds (GBP),202.2,Female,Part Time,Residence Based
S12000050,2011,Median,Pounds (GBP),316,Female,All Patterns,Workplace Based
S12000038,2011,Median,Pounds (GBP),180.6,Female,Part Time,Residence Based
S12000006,2013,Mean,Pounds (GBP),162.6,Female,Part Time,Residence Based
S12000049,2002,Median,Pounds (GBP),304.9,Female,Full Time,Residence Based
S12000006,2011,Median,Pounds (GBP),134.1,Female,Part Time,Residence Based
S12000028,2006,Mean,Pounds (GBP),343.4,Female,All Patterns,Residence Based
S12000047,2002,Median,Pounds (GBP),226.2,Female,All Patterns,Residence Based
S12000028,2007,Median,Pounds (GBP),284.9,Female,All Patterns,Residence Based
S12000018,2018,Median,Pounds (GBP),545.2,Female,Full Time,Residence Based
S12000006,2005,Mean,Pounds (GBP),285,Female,All Patterns,Residence Based
S12000028,2006,Median,Pounds (GBP),283.8,Female,All Patterns,Residence Based
S12000020,2005,Median,Pounds (GBP),208.4,Female,All Patterns,Residence Based
S12000013,2007,Mean,Pounds (GBP),349.7,Female,All Patterns,Residence Based
S12000020,2004,Mean,Pounds (GBP),243.3,Female,All Patterns,Residence Based
S12000017,2002,Median,Pounds (GBP),201.3,Female,All Patterns,Residence Based
S12000041,2014,Mean,Pounds (GBP),355.8,Female,All Patterns,Residence Based
S12000006,2011,Mean,Pounds (GBP),149.4,Female,Part Time,Residence Based
S12000045,2004,Median,Pounds (GBP),282.3,Female,All Patterns,Residence Based
S12000048,2014,Mean,Pounds (GBP),406.6,Female,All Patterns,Residence Based
S12000018,2010,Mean,Pounds (GBP),207,Female,Part Time,Residence Based
S12000036,2002,Median,Pounds (GBP),368.7,Female,Full Time,Residence Based
S12000034,2006,Median,Pounds (GBP),241.3,Female,All Patterns,Residence Based
S12000047,2004,Mean,Pounds (GBP),275.9,Female,All Patterns,Residence Based
S12000038,2014,Median,Pounds (GBP),352.7,Female,All Patterns,Residence Based
S12000019,2014,Mean,Pounds (GBP),380.4,Female,All Patterns,Residence Based
S12000018,2018,Mean,Pounds (GBP),577.2,Female,Full Time,Residence Based
S12000008,2005,Mean,Pounds (GBP),299,Female,All Patterns,Residence Based
S12000047,2014,Mean,Pounds (GBP),377.8,Female,All Patterns,Residence Based
S12000021,2007,Median,Pounds (GBP),275.3,Female,All Patterns,Residence Based
S12000010,2013,Mean,Pounds (GBP),222.5,Female,Part Time,Residence Based
S12000041,2004,Mean,Pounds (GBP),264.7,Female,All Patterns,Residence Based
S12000048,2002,Mean,Pounds (GBP),362.5,Female,Full Time,Residence Based
S12000033,2006,Median,Pounds (GBP),283.7,Female,All Patterns,Residence Based
S12000034,2004,Mean,Pounds (GBP),280.3,Female,All Patterns,Residence Based
S12000008,2002,Median,Pounds (GBP),230.5,Female,All Patterns,Residence Based
S12000019,2013,Median,Pounds (GBP),178.9,Female,Part Time,Residence Based
S12000048,2005,Mean,Pounds (GBP),306.7,Female,All Patterns,Residence Based
S12000013,2018,Median,Pounds (GBP),378.1,Female,All Patterns,Residence Based
S12000010,2013,Median,Pounds (GBP),186.9,Female,Part Time,Residence Based
S12000010,2004,Median,Pounds (GBP),280.5,Female,All Patterns,Residence Based
S12000038,2015,Mean,Pounds (GBP),422.9,Female,All Patterns,Residence Based
S12000014,2013,Median,Pounds (GBP),166.1,Female,Part Time,Residence Based
S12000040,2007,Mean,Pounds (GBP),321.4,Female,All Patterns,Residence Based
S12000011,2013,Mean,Pounds (GBP),251.7,Female,Part Time,Residence Based
S12000018,2002,Mean,Pounds (GBP),266.1,Female,All Patterns,Residence Based
S12000033,2003,Median,Pounds (GBP),254.4,Female,All Patterns,Residence Based
S12000034,2013,Median,Pounds (GBP),157.8,Female,Part Time,Residence Based
S12000013,2014,Mean,Pounds (GBP),336.1,Female,All Patterns,Residence Based
S12000048,2015,Median,Pounds (GBP),338.3,Female,All Patterns,Residence Based
S12000017,2015,Median,Pounds (GBP),293.3,Female,All Patterns,Residence Based
S12000014,2013,Mean,Pounds (GBP),199.6,Female,Part Time,Residence Based
S12000011,2015,Median,Pounds (GBP),394.9,Female,All Patterns,Residence Based
S12000040,2016,Mean,Pounds (GBP),399.5,Female,All Patterns,Residence Based
S12000038,2014,Mean,Pounds (GBP),413.8,Female,All Patterns,Residence Based
S12000006,2005,Median,Pounds (GBP),218.4,Female,All Patterns,Residence Based
S12000048,2014,Median,Pounds (GBP),331.6,Female,All Patterns,Residence Based
S12000047,2006,Mean,Pounds (GBP),295.8,Female,All Patterns,Residence Based
S12000047,2014,Median,Pounds (GBP),326.9,Female,All Patterns,Residence Based
S12000021,2014,Mean,Pounds (GBP),376,Female,All Patterns,Residence Based
S12000040,2017,Median,Pounds (GBP),381.3,Female,All Patterns,Residence Based
S12000011,2013,Median,Pounds (GBP),198.5,Female,Part Time,Residence Based
S12000020,2004,Median,Pounds (GBP),205.8,Female,All Patterns,Residence Based
S12000047,2005,Mean,Pounds (GBP),289,Female,All Patterns,Residence Based
S12000011,2015,Mean,Pounds (GBP),456.3,Female,All Patterns,Residence Based
S12000019,2010,Median,Pounds (GBP),187.8,Female,Part Time,Residence Based
S12000020,2007,Mean,Pounds (GBP),289.6,Female,All Patterns,Residence Based
S12000013,2014,Median,Pounds (GBP),314.8,Female,All Patterns,Residence Based
S12000039,2007,Mean,Pounds (GBP),312.4,Female,All Patterns,Residence Based
S12000035,2002,Median,Pounds (GBP),266.9,Female,Full Time,Residence Based
S12000010,2004,Mean,Pounds (GBP),316.3,Female,All Patterns,Residence Based
S12000045,2013,Mean,Pounds (GBP),237,Female,Part Time,Residence Based
S12000010,2014,Median,Pounds (GBP),326.1,Female,All Patterns,Residence Based
S12000036,2003,Median,Pounds (GBP),292.7,Female,All Patterns,Residence Based
S12000048,2007,Median,Pounds (GBP),272.8,Female,All Patterns,Residence Based
S12000011,2018,Mean,Pounds (GBP),525.1,Female,All Patterns,Residence Based
S12000011,2005,Median,Pounds (GBP),308.1,Female,All Patterns,Residence Based
S12000028,2004,Mean,Pounds (GBP),315.3,Female,All Patterns,Residence Based
S12000011,2018,Median,Pounds (GBP),452.3,Female,All Patterns,Residence Based
S12000028,2004,Median,Pounds (GBP),270.3,Female,All Patterns,Residence Based
S12000008,2013,Median,Pounds (GBP),160.8,Female,Part Time,Residence Based
S12000011,2005,Mean,Pounds (GBP),354.1,Female,All Patterns,Residence Based
S12000040,2002,Mean,Pounds (GBP),274.7,Female,All Patterns,Residence Based
S12000042,2005,Mean,Pounds (GBP),308,Female,All Patterns,Residence Based
S12000014,2006,Median,Pounds (GBP),260.1,Female,All Patterns,Residence Based
S12000029,2004,Mean,Pounds (GBP),329.2,Female,All Patterns,Residence Based
S12000042,2002,Median,Pounds (GBP),282.4,Female,Full Time,Residence Based
S12000035,2003,Mean,Pounds (GBP),264,Female,All Patterns,Residence Based
S12000011,2014,Median,Pounds (GBP),391.1,Female,All Patterns,Residence Based
S12000033,2018,Mean,Pounds (GBP),427.3,Female,All Patterns,Residence Based
S12000042,2014,Mean,Pounds (GBP),364.9,Female,All Patterns,Residence Based
S12000021,2018,Mean,Pounds (GBP),421.8,Female,All Patterns,Residence Based
S12000042,2014,Median,Pounds (GBP),329.9,Female,All Patterns,Residence Based
S12000014,2015,Median,Pounds (GBP),352.2,Female,All Patterns,Residence Based
S12000036,2005,Median,Pounds (GBP),320.4,Female,All Patterns,Residence Based
S12000028,2002,Median,Pounds (GBP),275.7,Female,All Patterns,Residence Based
S12000035,2005,Mean,Pounds (GBP),293.3,Female,All Patterns,Residence Based
S12000042,2003,Mean,Pounds (GBP),276.9,Female,All Patterns,Residence Based
S12000042,2015,Mean,Pounds (GBP),360.8,Female,All Patterns,Residence Based
S12000028,2002,Mean,Pounds (GBP),307.2,Female,All Patterns,Residence Based
S12000020,2018,Median,Pounds (GBP),290.5,Female,All Patterns,Residence Based
S12000018,2002,Median,Pounds (GBP),230.7,Female,All Patterns,Residence Based
S12000047,2005,Median,Pounds (GBP),249.7,Female,All Patterns,Residence Based
S12000034,2003,Median,Pounds (GBP),200.6,Female,All Patterns,Residence Based
S12000045,2015,Median,Pounds (GBP),366.5,Female,All Patterns,Residence Based
S12000005,2005,Mean,Pounds (GBP),255.4,Female,All Patterns,Residence Based
S12000039,2007,Median,Pounds (GBP),289.8,Female,All Patterns,Residence Based
S12000011,2002,Median,Pounds (GBP),377.3,Female,Full Time,Residence Based
S12000014,2015,Mean,Pounds (GBP),409,Female,All Patterns,Residence Based
S12000023,2014,Mean,Pounds (GBP),391.7,Female,All Patterns,Residence Based
S12000011,2004,Mean,Pounds (GBP),331,Female,All Patterns,Residence Based
S12000023,2007,Mean,Pounds (GBP),369,Female,All Patterns,Residence Based
S12000018,2013,Median,Pounds (GBP),174.7,Female,Part Time,Residence Based
S12000018,2013,Mean,Pounds (GBP),201.1,Female,Part Time,Residence Based
S12000027,2007,Mean,Pounds (GBP),239.5,Female,All Patterns,Residence Based
S12000047,2006,Median,Pounds (GBP),264.7,Female,All Patterns,Residence Based
S12000036,2002,Mean,Pounds (GBP),421.2,Female,Full Time,Residence Based
S12000033,2003,Mean,Pounds (GBP),300.7,Female,All Patterns,Residence Based
S12000038,2002,Mean,Pounds (GBP),285.2,Female,All Patterns,Residence Based
S12000020,2013,Mean,Pounds (GBP),196.9,Female,Part Time,Residence Based
S12000045,2013,Median,Pounds (GBP),194,Female,Part Time,Residence Based
S12000041,2003,Mean,Pounds (GBP),256.6,Female,All Patterns,Residence Based
S12000017,2018,Median,Pounds (GBP),322.9,Female,All Patterns,Residence Based
S12000006,2003,Median,Pounds (GBP),212.1,Female,All Patterns,Residence Based
S12000042,2015,Median,Pounds (GBP),327.5,Female,All Patterns,Residence Based
S12000021,2002,Mean,Pounds (GBP),233.9,Female,All Patterns,Residence Based
S12000042,2013,Mean,Pounds (GBP),191,Female,Part Time,Residence Based
S12000047,2004,Median,Pounds (GBP),251.3,Female,All Patterns,Residence Based
S12000047,2015,Mean,Pounds (GBP),388,Female,All Patterns,Residence Based
S12000008,2013,Mean,Pounds (GBP),187.8,Female,Part Time,Residence Based
S12000008,2006,Median,Pounds (GBP),250.9,Female,All Patterns,Residence Based
S12000047,2015,Median,Pounds (GBP),344.3,Female,All Patterns,Residence Based
S12000017,2004,Mean,Pounds (GBP),268.6,Female,All Patterns,Residence Based
