area_code,reference_area,area_type,year,sex,value,units
S12000039,West Dunbartonshire,Local Authority,2011,All,90610,Persons
S12000039,West Dunbartonshire,Local Authority,2012,All,90340,Persons
S12000039,West Dunbartonshire,Local Authority,2013,All,89800,Persons
S12000039,West Dunbartonshire,Local Authority,2014,All,89710,Persons
S12000039,West Dunbartonshire,Local Authority,2015,All,89590,Persons
S12000039,West Dunbartonshire,Local Authority,2016,All,89860,Persons
S12000039,West Dunbartonshire,Local Authority,2017,All,89610,Persons
S12000039,West Dunbartonshire,Local Authority,2018,All,89130,Persons
S12000039,West Dunbartonshire,Local Authority,2019,All,88930,Persons
S12000040,West Lothian,Local Authority,2001,All,159030,Persons
S12000040,West Lothian,Local Authority,2002,All,160370,Persons
S12000040,West Lothian,Local Authority,2003,All,161690,Persons
S12000040,West Lothian,Local Authority,2004,All,163540,Persons
S12000040,West Lothian,Local Authority,2005,All,165010,Persons
S12000040,West Lothian,Local Authority,2006,All,167110,Persons
S12000040,West Lothian,Local Authority,2007,All,169470,Persons
S12000040,West Lothian,Local Authority,2008,All,171390,Persons
S12000040,West Lothian,Local Authority,2009,All,173040,Persons
S12000040,West Lothian,Local Authority,2010,All,174090,Persons
S12000040,West Lothian,Local Authority,2011,All,175300,Persons
S12000040,West Lothian,Local Authority,2012,All,176010,Persons
S12000040,West Lothian,Local Authority,2013,All,176160,Persons
S12000040,West Lothian,Local Authority,2014,All,177200,Persons
S12000040,West Lothian,Local Authority,2015,All,178550,Persons
S12000040,West Lothian,Local Authority,2016,All,180130,Persons
S12000040,West Lothian,Local Authority,2017,All,181310,Persons
S12000040,West Lothian,Local Authority,2018,All,182140,Persons
S12000040,West Lothian,Local Authority,2019,All,183100,Persons
S12000041,Angus,Local Authority,2001,All,108370,Persons
S12000041,Angus,Local Authority,2002,All,108810,Persons
S12000041,Angus,Local Authority,2003,All,108700,Persons
S12000041,Angus,Local Authority,2004,All,110170,Persons
S12000041,Angus,Local Authority,2005,All,111340,Persons
S12000041,Angus,Local Authority,2006,All,112500,Persons
S12000041,Angus,Local Authority,2007,All,113540,Persons
S12000041,Angus,Local Authority,2008,All,114490,Persons
S12000041,Angus,Local Authority,2009,All,114830,Persons
S12000041,Angus,Local Authority,2010,All,115410,Persons
S12000041,Angus,Local Authority,2011,All,116200,Persons
S12000041,Angus,Local Authority,2012,All,116220,Persons
S12000041,Angus,Local Authority,2013,All,116290,Persons
S12000041,Angus,Local Authority,2014,All,116740,Persons
S12000041,Angus,Local Authority,2015,All,116900,Persons
S12000041,Angus,Local Authority,2016,All,116520,Persons
S12000041,Angus,Local Authority,2017,All,116280,Persons
S12000041,Angus,Local Authority,2018,All,116040,Persons
S12000041,Angus,Local Authority,2019,All,116200,Persons
S12000042,Dundee City,Local Authority,2001,All,145460,Persons
S12000042,Dundee City,Local Authority,2002,All,144370,Persons
S12000042,Dundee City,Local Authority,2003,All,144080,Persons
S12000042,Dundee City,Local Authority,2004,All,143100,Persons
S12000042,Dundee City,Local Authority,2005,All,143600,Persons
S12000042,Dundee City,Local Authority,2006,All,143360,Persons
S12000042,Dundee City,Local Authority,2007,All,143700,Persons
S12000042,Dundee City,Local Authority,2008,All,144290,Persons
S12000042,Dundee City,Local Authority,2009,All,145170,Persons
S12000042,Dundee City,Local Authority,2010,All,146060,Persons
S12000042,Dundee City,Local Authority,2011,All,147200,Persons
S12000042,Dundee City,Local Authority,2012,All,147780,Persons
S12000042,Dundee City,Local Authority,2013,All,148100,Persons
S12000042,Dundee City,Local Authority,2014,All,148130,Persons
S12000042,Dundee City,Local Authority,2015,All,148210,Persons
S12000042,Dundee City,Local Authority,2016,All,148270,Persons
S12000042,Dundee City,Local Authority,2017,All,148710,Persons
S12000042,Dundee City,Local Authority,2018,All,148750,Persons
S12000042,Dundee City,Local Authority,2019,All,149320,Persons
S12000045,East Dunbartonshire,Local Authority,2001,All,108250,Persons
S12000045,East Dunbartonshire,Local Authority,2002,All,107350,Persons
S12000045,East Dunbartonshire,Local Authority,2003,All,107000,Persons
S12000045,East Dunbartonshire,Local Authority,2004,All,106540,Persons
S12000045,East Dunbartonshire,Local Authority,2005,All,106040,Persons
S12000045,East Dunbartonshire,Local Authority,2006,All,105590,Persons
S12000045,East Dunbartonshire,Local Authority,2007,All,105050,Persons
S12000045,East Dunbartonshire,Local Authority,2008,All,104940,Persons
S12000045,East Dunbartonshire,Local Authority,2009,All,104960,Persons
S12000045,East Dunbartonshire,Local Authority,2010,All,104920,Persons
S12000045,East Dunbartonshire,Local Authority,2011,All,105000,Persons
S12000045,East Dunbartonshire,Local Authority,2012,All,105880,Persons
S12000045,East Dunbartonshire,Local Authority,2013,All,105840,Persons
S12000045,East Dunbartonshire,Local Authority,2014,All,106710,Persons
S12000045,East Dunbartonshire,Local Authority,2015,All,106960,Persons
S12000045,East Dunbartonshire,Local Authority,2016,All,107540,Persons
S12000045,East Dunbartonshire,Local Authority,2017,All,108130,Persons
S12000045,East Dunbartonshire,Local Authority,2018,All,108330,Persons
S12000045,East Dunbartonshire,Local Authority,2019,All,108640,Persons
S12000047,Fife,Local Authority,2001,All,349770,Persons
S12000047,Fife,Local Authority,2002,All,350740,Persons
S12000047,Fife,Local Authority,2003,All,351360,Persons
S12000047,Fife,Local Authority,2004,All,353050,Persons
S12000047,Fife,Local Authority,2005,All,355460,Persons
S12000047,Fife,Local Authority,2006,All,357260,Persons
S12000047,Fife,Local Authority,2007,All,358740,Persons
S12000047,Fife,Local Authority,2008,All,360040,Persons
S12000047,Fife,Local Authority,2009,All,361420,Persons
S12000047,Fife,Local Authority,2010,All,362610,Persons
S12000047,Fife,Local Authority,2011,All,365300,Persons
S12000047,Fife,Local Authority,2012,All,366210,Persons
S12000047,Fife,Local Authority,2013,All,366900,Persons
S12000047,Fife,Local Authority,2014,All,367250,Persons
S12000047,Fife,Local Authority,2015,All,368080,Persons
S12000047,Fife,Local Authority,2016,All,370330,Persons
S12000047,Fife,Local Authority,2017,All,371410,Persons
S12000047,Fife,Local Authority,2018,All,371910,Persons
S12000047,Fife,Local Authority,2019,All,373550,Persons
S12000048,Perth and Kinross,Local Authority,2001,All,134950,Persons
S12000048,Perth and Kinross,Local Authority,2002,All,135130,Persons
S12000048,Perth and Kinross,Local Authority,2003,All,135960,Persons
S12000048,Perth and Kinross,Local Authority,2004,All,136900,Persons
S12000048,Perth and Kinross,Local Authority,2005,All,138060,Persons
S12000048,Perth and Kinross,Local Authority,2006,All,139380,Persons
S12000048,Perth and Kinross,Local Authority,2007,All,141140,Persons
S12000048,Perth and Kinross,Local Authority,2008,All,143130,Persons
S12000048,Perth and Kinross,Local Authority,2009,All,144370,Persons
S12000048,Perth and Kinross,Local Authority,2010,All,145600,Persons
S12000048,Perth and Kinross,Local Authority,2011,All,146850,Persons
S12000048,Perth and Kinross,Local Authority,2012,All,147740,Persons
S12000048,Perth and Kinross,Local Authority,2013,All,147770,Persons
S12000048,Perth and Kinross,Local Authority,2014,All,148930,Persons
S12000048,Perth and Kinross,Local Authority,2015,All,149930,Persons
S12000048,Perth and Kinross,Local Authority,2016,All,150680,Persons
S12000048,Perth and Kinross,Local Authority,2017,All,151100,Persons
S12000048,Perth and Kinross,Local Authority,2018,All,151290,Persons
S12000048,Perth and Kinross,Local Authority,2019,All,151950,Persons
S12000049,Glasgow City,Local Authority,2001,All,578710,Persons
S12000049,Glasgow City,Local Authority,2002,All,576450,Persons
S12000049,Glasgow City,Local Authority,2003,All,572270,Persons
S12000049,Glasgow City,Local Authority,2004,All,569560,Persons
S12000049,Glasgow City,Local Authority,2005,All,569250,Persons
S12000049,Glasgow City,Local Authority,2006,All,568460,Persons
S12000049,Glasgow City,Local Authority,2007,All,571760,Persons
S12000049,Glasgow City,Local Authority,2008,All,576200,Persons
S12000049,Glasgow City,Local Authority,2009,All,581620,Persons
S12000049,Glasgow City,Local Authority,2010,All,586500,Persons
S12000049,Glasgow City,Local Authority,2011,All,593060,Persons
S12000049,Glasgow City,Local Authority,2012,All,595070,Persons
S12000049,Glasgow City,Local Authority,2013,All,596520,Persons
S12000049,Glasgow City,Local Authority,2014,All,599640,Persons
S12000049,Glasgow City,Local Authority,2015,All,606340,Persons
S12000049,Glasgow City,Local Authority,2016,All,615070,Persons
S12000049,Glasgow City,Local Authority,2017,All,621020,Persons
S12000049,Glasgow City,Local Authority,2018,All,626410,Persons
S12000049,Glasgow City,Local Authority,2019,All,633120,Persons
S12000050,North Lanarkshire,Local Authority,2001,All,321180,Persons
S12000050,North Lanarkshire,Local Authority,2002,All,322520,Persons
S12000050,North Lanarkshire,Local Authority,2003,All,323700,Persons
S12000050,North Lanarkshire,Local Authority,2004,All,325400,Persons
S12000050,North Lanarkshire,Local Authority,2005,All,327140,Persons
S12000050,North Lanarkshire,Local Authority,2006,All,328740,Persons
S12000050,North Lanarkshire,Local Authority,2007,All,331160,Persons
S12000050,North Lanarkshire,Local Authority,2008,All,333280,Persons
S12000050,North Lanarkshire,Local Authority,2009,All,335160,Persons
S12000050,North Lanarkshire,Local Authority,2010,All,336280,Persons
S12000050,North Lanarkshire,Local Authority,2011,All,337720,Persons
S12000050,North Lanarkshire,Local Authority,2012,All,337890,Persons
S12000050,North Lanarkshire,Local Authority,2013,All,337780,Persons
S12000050,North Lanarkshire,Local Authority,2014,All,338000,Persons
S12000050,North Lanarkshire,Local Authority,2015,All,338260,Persons
S12000050,North Lanarkshire,Local Authority,2016,All,339390,Persons
S12000050,North Lanarkshire,Local Authority,2017,All,339960,Persons
S12000050,North Lanarkshire,Local Authority,2018,All,340180,Persons
S12000050,North Lanarkshire,Local Authority,2019,All,341370,Persons
