FeatureCode,DateCode,Measurement,Units,Value,Gender,Age,Outcome
S08000030,2007,Count,People,38,Male,0-19 years,Killed Or Seriously Injured
S12000017,2001,Count,People,52,Male,0-19 years,Killed Or Seriously Injured
S12000017,2001,Count,People,53,Male,40-59 years,Killed Or Seriously Injured
S08000022,2011,Count,People,12,Male,0-19 years,Killed Or Seriously Injured
S08000022,2011,Count,People,49,Male,40-59 years,Killed Or Seriously Injured
S12000013,2001,Count,People,8,Male,20-39 years,Killed Or Seriously Injured
S12000010,2001,Count,People,3,Male,0-19 years,Killed Or Seriously Injured
S08000030,2007,Count,People,63,Male,20-39 years,Killed Or Seriously Injured
S12000010,2001,Count,People,8,Male,40-59 years,Killed Or Seriously Injured
S12000014,2001,Count,People,7,Male,40-59 years,Killed Or Seriously Injured
S12000017,2001,Count,People,93,Male,20-39 years,Killed Or Seriously Injured
S12000014,2001,Count,People,24,Male,20-39 years,Killed Or Seriously Injured
S12000029,2018,Count,People,9,Male,60 years and over,Killed Or Seriously Injured
S08000024,2011,Count,People,41,Male,0-19 years,Killed Or Seriously Injured
S12000034,2018,Count,People,12,Male,60 years and over,Killed Or Seriously Injured
S08000017,2011,Count,People,20,Male,40-59 years,Killed Or Seriously Injured
S08000017,2011,Count,People,17,Male,20-39 years,Killed Or Seriously Injured
S08000032,2007,Count,People,79,Male,20-39 years,Killed Or Seriously Injured
S08000020,2011,Count,People,68,Male,40-59 years,Killed Or Seriously Injured
S08000020,2011,Count,People,80,Male,20-39 years,Killed Or Seriously Injured
S08000022,2011,Count,People,39,Male,20-39 years,Killed Or Seriously Injured
S08000024,2011,Count,People,52,Male,40-59 years,Killed Or Seriously Injured
S08000024,2011,Count,People,71,Male,20-39 years,Killed Or Seriously Injured
S12000033,2018,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S12000013,2007,Count,People,1,Male,60 years and over,Killed Or Seriously Injured
S12000008,2007,Count,People,1,Male,60 years and over,Killed Or Seriously Injured
S12000011,2007,Count,People,2,Male,60 years and over,Killed Or Seriously Injured
S12000010,2007,Count,People,3,Male,60 years and over,Killed Or Seriously Injured
S08000015,2011,Count,People,19,Male,0-19 years,Killed Or Seriously Injured
S08000029,2019,Count,People,26,Male,40-59 years,Killed Or Seriously Injured
S12000006,2007,Count,People,15,Male,60 years and over,Killed Or Seriously Injured
S08000030,2019,Count,People,12,Male,0-19 years,Killed Or Seriously Injured
S08000030,2019,Count,People,40,Male,40-59 years,Killed Or Seriously Injured
S12000011,2001,Count,People,6,Male,0-19 years,Killed Or Seriously Injured
S08000031,2019,Count,People,51,Male,0-19 years,Killed Or Seriously Injured
S08000030,2019,Count,People,41,Male,20-39 years,Killed Or Seriously Injured
S08000015,2011,Count,People,19,Male,40-59 years,Killed Or Seriously Injured
S08000015,2011,Count,People,29,Male,20-39 years,Killed Or Seriously Injured
S08000016,2011,Count,People,14,Male,20-39 years,Killed Or Seriously Injured
S12000008,2001,Count,People,17,Male,40-59 years,Killed Or Seriously Injured
S12000010,2001,Count,People,15,Male,20-39 years,Killed Or Seriously Injured
S12000008,2001,Count,People,36,Male,20-39 years,Killed Or Seriously Injured
S12000011,2001,Count,People,11,Male,20-39 years,Killed Or Seriously Injured
S12000011,2001,Count,People,6,Male,40-59 years,Killed Or Seriously Injured
S08000029,2019,Count,People,23,Male,20-39 years,Killed Or Seriously Injured
S12000008,2018,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S08000016,2011,Count,People,21,Male,40-59 years,Killed Or Seriously Injured
S08000016,2011,Count,People,5,Male,0-19 years,Killed Or Seriously Injured
S08000032,2007,Count,People,39,Male,0-19 years,Killed Or Seriously Injured
S08000031,2007,Count,People,123,Male,20-39 years,Killed Or Seriously Injured
S12000045,2018,Count,People,2,Male,60 years and over,Killed Or Seriously Injured
S12000047,2011,Count,People,20,Male,20-39 years,Killed Or Seriously Injured
S12000047,2011,Count,People,19,Male,0-19 years,Killed Or Seriously Injured
S08000031,2007,Count,People,84,Male,0-19 years,Killed Or Seriously Injured
S08000017,2019,Count,People,50,Male,All,Killed Or Seriously Injured
S12000045,2011,Count,People,4,Male,40-59 years,Killed Or Seriously Injured
S12000045,2011,Count,People,1,Male,0-19 years,Killed Or Seriously Injured
S12000042,2018,Count,People,3,Male,60 years and over,Killed Or Seriously Injured
S12000047,2011,Count,People,18,Male,40-59 years,Killed Or Seriously Injured
S12000042,2011,Count,People,12,Male,40-59 years,Killed Or Seriously Injured
S12000038,2018,Count,People,9,Male,60 years and over,Killed Or Seriously Injured
S12000039,2018,Count,People,4,Male,60 years and over,Killed Or Seriously Injured
S12000048,2018,Count,People,15,Male,60 years and over,Killed Or Seriously Injured
S92000003,2011,Count,People,463,Male,20-39 years,Killed Or Seriously Injured
S92000003,2011,Count,People,242,Male,0-19 years,Killed Or Seriously Injured
S12000035,2018,Count,People,14,Male,60 years and over,Killed Or Seriously Injured
S12000013,2001,Count,People,6,Male,0-19 years,Killed Or Seriously Injured
S12000014,2001,Count,People,17,Male,0-19 years,Killed Or Seriously Injured
S12000013,2001,Count,People,1,Male,40-59 years,Killed Or Seriously Injured
S12000050,2018,Count,People,10,Male,60 years and over,Killed Or Seriously Injured
S12000047,2018,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S12000049,2018,Count,People,12,Male,60 years and over,Killed Or Seriously Injured
S08000020,2019,Count,People,136,Male,All,Killed Or Seriously Injured
S08000019,2011,Count,People,29,Male,40-59 years,Killed Or Seriously Injured
S08000019,2011,Count,People,6,Male,0-19 years,Killed Or Seriously Injured
S12000049,2011,Count,People,27,Male,0-19 years,Killed Or Seriously Injured
S12000048,2011,Count,People,21,Male,20-39 years,Killed Or Seriously Injured
S08000019,2011,Count,People,30,Male,20-39 years,Killed Or Seriously Injured
S12000027,2018,Count,People,0,Male,60 years and over,Killed Or Seriously Injured
S08000017,2011,Count,People,8,Male,0-19 years,Killed Or Seriously Injured
S12000030,2018,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S08000020,2011,Count,People,44,Male,0-19 years,Killed Or Seriously Injured
S08000022,2019,Count,People,176,Male,All,Killed Or Seriously Injured
S08000019,2019,Count,People,80,Male,All,Killed Or Seriously Injured
S12000050,2011,Count,People,23,Male,20-39 years,Killed Or Seriously Injured
S12000049,2011,Count,People,32,Male,40-59 years,Killed Or Seriously Injured
S12000050,2011,Count,People,12,Male,40-59 years,Killed Or Seriously Injured
S08000015,2019,Count,People,99,Male,All,Killed Or Seriously Injured
S12000045,2011,Count,People,2,Male,20-39 years,Killed Or Seriously Injured
S12000049,2011,Count,People,43,Male,20-39 years,Killed Or Seriously Injured
S08000016,2019,Count,People,46,Male,All,Killed Or Seriously Injured
S12000048,2011,Count,People,25,Male,40-59 years,Killed Or Seriously Injured
S12000048,2011,Count,People,10,Male,0-19 years,Killed Or Seriously Injured
S12000028,2018,Count,People,7,Male,60 years and over,Killed Or Seriously Injured
S12000050,2011,Count,People,10,Male,0-19 years,Killed Or Seriously Injured
S08000016,2019,Count,People,7,Male,0-19 years,Killed Or Seriously Injured
S12000048,2016,Count,People,12,Male,60 years and over,Killed Or Seriously Injured
S12000049,2016,Count,People,13,Male,60 years and over,Killed Or Seriously Injured
S08000025,2007,Count,People,0,Male,0-19 years,Killed Or Seriously Injured
S12000050,2016,Count,People,10,Male,60 years and over,Killed Or Seriously Injured
S08000016,2019,Count,People,12,Male,20-39 years,Killed Or Seriously Injured
S12000030,2007,Count,People,7,Male,60 years and over,Killed Or Seriously Injured
S12000036,2016,Count,People,27,Male,60 years and over,Killed Or Seriously Injured
S12000029,2007,Count,People,7,Male,60 years and over,Killed Or Seriously Injured
S12000028,2007,Count,People,5,Male,60 years and over,Killed Or Seriously Injured
S08000016,2019,Count,People,15,Male,40-59 years,Killed Or Seriously Injured
S12000027,2007,Count,People,1,Male,60 years and over,Killed Or Seriously Injured
S08000025,2007,Count,People,1,Male,20-39 years,Killed Or Seriously Injured
S08000015,2019,Count,People,13,Male,0-19 years,Killed Or Seriously Injured
S12000045,2016,Count,People,1,Male,60 years and over,Killed Or Seriously Injured
S12000042,2007,Count,People,7,Male,60 years and over,Killed Or Seriously Injured
S12000045,2007,Count,People,0,Male,60 years and over,Killed Or Seriously Injured
S12000047,2007,Count,People,16,Male,60 years and over,Killed Or Seriously Injured
S08000025,2007,Count,People,1,Male,40-59 years,Killed Or Seriously Injured
S12000041,2016,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S12000042,2016,Count,People,2,Male,60 years and over,Killed Or Seriously Injured
S12000047,2016,Count,People,12,Male,60 years and over,Killed Or Seriously Injured
S08000015,2019,Count,People,34,Male,40-59 years,Killed Or Seriously Injured
S08000015,2019,Count,People,37,Male,20-39 years,Killed Or Seriously Injured
S08000016,2016,Count,People,13,Male,60 years and over,Killed Or Seriously Injured
S08000015,2016,Count,People,18,Male,60 years and over,Killed Or Seriously Injured
S08000025,2019,Count,People,0,Male,0-19 years,Killed Or Seriously Injured
S12000035,2006,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S08000024,2019,Count,People,81,Male,20-39 years,Killed Or Seriously Injured
S12000034,2006,Count,People,11,Male,60 years and over,Killed Or Seriously Injured
S08000025,2019,Count,People,1,Male,40-59 years,Killed Or Seriously Injured
S12000042,2006,Count,People,11,Male,60 years and over,Killed Or Seriously Injured
S12000041,2006,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S12000008,2000,Count,People,27,Male,20-39 years,Killed Or Seriously Injured
S12000013,2018,Count,People,0,Male,60 years and over,Killed Or Seriously Injured
S12000008,2000,Count,People,8,Male,0-19 years,Killed Or Seriously Injured
S12000038,2016,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S08000024,2019,Count,People,65,Male,40-59 years,Killed Or Seriously Injured
S12000038,2006,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S12000019,2018,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S12000039,2016,Count,People,3,Male,60 years and over,Killed Or Seriously Injured
S12000040,2016,Count,People,5,Male,60 years and over,Killed Or Seriously Injured
S12000033,2006,Count,People,10,Male,60 years and over,Killed Or Seriously Injured
S12000039,2006,Count,People,4,Male,60 years and over,Killed Or Seriously Injured
S12000030,2006,Count,People,3,Male,60 years and over,Killed Or Seriously Injured
S12000040,2006,Count,People,7,Male,60 years and over,Killed Or Seriously Injured
S12000036,2006,Count,People,20,Male,60 years and over,Killed Or Seriously Injured
S08000024,2019,Count,People,34,Male,0-19 years,Killed Or Seriously Injured
S08000028,2019,Count,People,4,Male,20-39 years,Killed Or Seriously Injured
S08000029,2019,Count,People,19,Male,0-19 years,Killed Or Seriously Injured
S08000028,2019,Count,People,0,Male,0-19 years,Killed Or Seriously Injured
S12000011,2018,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S08000026,2019,Count,People,0,Male,40-59 years,Killed Or Seriously Injured
S12000010,2018,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S08000032,2019,Count,People,23,Male,0-19 years,Killed Or Seriously Injured
S12000006,2018,Count,People,12,Male,60 years and over,Killed Or Seriously Injured
S08000032,2019,Count,People,44,Male,40-59 years,Killed Or Seriously Injured
S08000030,2007,Count,People,48,Male,40-59 years,Killed Or Seriously Injured
S08000028,2019,Count,People,2,Male,40-59 years,Killed Or Seriously Injured
S08000032,2006,Count,People,17,Male,60 years and over,Killed Or Seriously Injured
S92000003,2016,Count,People,234,Male,60 years and over,Killed Or Seriously Injured
S12000026,2007,Count,People,13,Male,60 years and over,Killed Or Seriously Injured
S12000023,2007,Count,People,0,Male,60 years and over,Killed Or Seriously Injured
S12000021,2007,Count,People,3,Male,60 years and over,Killed Or Seriously Injured
S12000005,2007,Count,People,0,Male,60 years and over,Killed Or Seriously Injured
S12000020,2007,Count,People,1,Male,60 years and over,Killed Or Seriously Injured
S08000026,2019,Count,People,0,Male,0-19 years,Killed Or Seriously Injured
S12000019,2007,Count,People,3,Male,60 years and over,Killed Or Seriously Injured
S12000018,2007,Count,People,4,Male,60 years and over,Killed Or Seriously Injured
S12000014,2007,Count,People,1,Male,60 years and over,Killed Or Seriously Injured
S12000017,2007,Count,People,11,Male,60 years and over,Killed Or Seriously Injured
S08000026,2019,Count,People,4,Male,20-39 years,Killed Or Seriously Injured
S12000036,2007,Count,People,11,Male,60 years and over,Killed Or Seriously Injured
S08000019,2019,Count,People,33,Male,40-59 years,Killed Or Seriously Injured
S08000019,2019,Count,People,30,Male,20-39 years,Killed Or Seriously Injured
S12000034,2007,Count,People,17,Male,60 years and over,Killed Or Seriously Injured
S08000017,2019,Count,People,10,Male,0-19 years,Killed Or Seriously Injured
S12000033,2007,Count,People,7,Male,60 years and over,Killed Or Seriously Injured
S12000050,2007,Count,People,9,Male,60 years and over,Killed Or Seriously Injured
S92000003,2007,Count,People,216,Male,60 years and over,Killed Or Seriously Injured
S08000019,2019,Count,People,6,Male,0-19 years,Killed Or Seriously Injured
S12000049,2007,Count,People,24,Male,60 years and over,Killed Or Seriously Injured
S12000035,2007,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S12000048,2007,Count,People,15,Male,60 years and over,Killed Or Seriously Injured
S08000017,2019,Count,People,20,Male,20-39 years,Killed Or Seriously Injured
S08000032,2007,Count,People,49,Male,40-59 years,Killed Or Seriously Injured
S08000017,2019,Count,People,11,Male,40-59 years,Killed Or Seriously Injured
S08000031,2019,Count,People,66,Male,40-59 years,Killed Or Seriously Injured
S08000032,2019,Count,People,35,Male,20-39 years,Killed Or Seriously Injured
S08000031,2019,Count,People,68,Male,20-39 years,Killed Or Seriously Injured
S12000041,2007,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S12000038,2007,Count,People,8,Male,60 years and over,Killed Or Seriously Injured
S12000040,2007,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S12000039,2007,Count,People,4,Male,60 years and over,Killed Or Seriously Injured
S12000018,2018,Count,People,2,Male,60 years and over,Killed Or Seriously Injured
S12000013,2011,Count,People,1,Male,0-19 years,Killed Or Seriously Injured
S12000011,2011,Count,People,2,Male,0-19 years,Killed Or Seriously Injured
S08000019,2007,Count,People,18,Male,0-19 years,Killed Or Seriously Injured
S12000011,2011,Count,People,2,Male,40-59 years,Killed Or Seriously Injured
S12000011,2011,Count,People,8,Male,20-39 years,Killed Or Seriously Injured
S08000017,2007,Count,People,31,Male,0-19 years,Killed Or Seriously Injured
S12000010,2011,Count,People,8,Male,20-39 years,Killed Or Seriously Injured
S12000011,1997,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S12000010,2011,Count,People,3,Male,40-59 years,Killed Or Seriously Injured
S12000010,2011,Count,People,6,Male,0-19 years,Killed Or Seriously Injured
S12000014,1997,Count,People,6,Male,60 years and over,Killed Or Seriously Injured
S12000017,1997,Count,People,17,Male,60 years and over,Killed Or Seriously Injured
S12000030,2004,Count,People,15,Male,0-19 years,Killed Or Seriously Injured
S12000008,2011,Count,People,5,Male,40-59 years,Killed Or Seriously Injured
S12000008,2011,Count,People,7,Male,0-19 years,Killed Or Seriously Injured
S12000006,2011,Count,People,20,Male,40-59 years,Killed Or Seriously Injured
S12000006,2011,Count,People,17,Male,20-39 years,Killed Or Seriously Injured
S12000008,2011,Count,People,12,Male,20-39 years,Killed Or Seriously Injured
S12000006,2011,Count,People,8,Male,0-19 years,Killed Or Seriously Injured
S08000017,2007,Count,People,41,Male,20-39 years,Killed Or Seriously Injured
S08000017,2007,Count,People,35,Male,40-59 years,Killed Or Seriously Injured
S12000005,2011,Count,People,3,Male,40-59 years,Killed Or Seriously Injured
S12000005,2011,Count,People,2,Male,20-39 years,Killed Or Seriously Injured
S12000005,2011,Count,People,2,Male,0-19 years,Killed Or Seriously Injured
S92000003,2000,Count,People,1088,Male,20-39 years,Killed Or Seriously Injured
