area_code,reference_area,area_type,year,sector,energy_type,value,units
S12000036,City of Edinburgh,Local Authority,2015,Transport,All,2708.6160554,GWh
S12000017,Highland,Local Authority,2018,Transport,All,2172.6194112,GWh
S12000019,Midlothian,Local Authority,2014,Transport,All,500.15869471,GWh
S12000008,East Ayrshire,Local Authority,2017,Transport,All,882.35913725,GWh
S12000036,City of Edinburgh,Local Authority,2016,Transport,All,2728.4192672,GWh
S12000036,City of Edinburgh,Local Authority,2013,Transport,All,2676.567063,GWh
S12000005,Clackmannanshire,Local Authority,2007,Transport,All,288.78379916,GWh
S12000030,Stirling,Local Authority,2015,Transport,All,985.18400587,GWh
S12000011,East Renfrewshire,Local Authority,2017,Transport,All,641.9094675,GWh
S12000036,City of Edinburgh,Local Authority,2014,Transport,All,2692.6482751,GWh
S12000038,Renfrewshire,Local Authority,2006,Transport,All,1312.7199249,GWh
S12000019,Midlothian,Local Authority,2016,Transport,All,507.18006608,GWh
S12000038,Renfrewshire,Local Authority,2005,Transport,All,1280.2427951,GWh
S12000038,Renfrewshire,Local Authority,2008,Transport,All,1334.6320853,GWh
S12000038,Renfrewshire,Local Authority,2007,Transport,All,1327.7681725,GWh
S12000019,Midlothian,Local Authority,2015,Transport,All,500.71419575,GWh
S12000036,City of Edinburgh,Local Authority,2017,Transport,All,2714.456024,GWh
S12000036,City of Edinburgh,Local Authority,2018,Transport,All,2685.7013627,GWh
S12000030,Stirling,Local Authority,2014,Transport,All,974.1477039,GWh
S12000036,City of Edinburgh,Local Authority,2007,Transport,All,2928.0132263,GWh
S12000030,Stirling,Local Authority,2016,Transport,All,1004.3414253,GWh
S12000036,City of Edinburgh,Local Authority,2006,Transport,All,2851.9973321,GWh
S12000036,City of Edinburgh,Local Authority,2008,Transport,All,2907.8986548,GWh
S12000019,Midlothian,Local Authority,2011,Transport,All,504.63605578,GWh
S12000019,Midlothian,Local Authority,2010,Transport,All,510.50861915,GWh
S12000035,Argyll and Bute,Local Authority,2017,Transport,All,716.52686124,GWh
S12000036,City of Edinburgh,Local Authority,2005,Transport,All,2825.8793927,GWh
S12000035,Argyll and Bute,Local Authority,2018,Transport,All,700.47847716,GWh
S12000036,City of Edinburgh,Local Authority,2010,Transport,All,2802.7874532,GWh
S12000036,City of Edinburgh,Local Authority,2011,Transport,All,2745.6237849,GWh
S12000019,Midlothian,Local Authority,2012,Transport,All,488.89774923,GWh
S12000019,Midlothian,Local Authority,2013,Transport,All,484.51377577,GWh
S12000036,City of Edinburgh,Local Authority,2012,Transport,All,2684.8044565,GWh
S12000018,Inverclyde,Local Authority,2005,Transport,All,441.93851207,GWh
S12000010,East Lothian,Local Authority,2011,Transport,All,706.08628672,GWh
S12000008,East Ayrshire,Local Authority,2018,Transport,All,881.86104965,GWh
S12000036,City of Edinburgh,Local Authority,2009,Transport,All,2892.0256923,GWh
S12000008,East Ayrshire,Local Authority,2015,Transport,All,862.40864618,GWh
S12000039,West Dunbartonshire,Local Authority,2005,Transport,All,530.5427648,GWh
S12000038,Renfrewshire,Local Authority,2018,Transport,All,1280.349137,GWh
S12000020,Moray,Local Authority,2007,Transport,All,578.42997653,GWh
S12000030,Stirling,Local Authority,2011,Transport,All,986.50681682,GWh
S12000038,Renfrewshire,Local Authority,2016,Transport,All,1255.9247816,GWh
S12000017,Highland,Local Authority,2016,Transport,All,2118.6885091,GWh
S12000020,Moray,Local Authority,2006,Transport,All,557.9457204,GWh
S12000038,Renfrewshire,Local Authority,2017,Transport,All,1268.7392028,GWh
S12000039,West Dunbartonshire,Local Authority,2009,Transport,All,550.34054498,GWh
S12000039,West Dunbartonshire,Local Authority,2010,Transport,All,538.29519591,GWh
S12000020,Moray,Local Authority,2008,Transport,All,574.158522,GWh
S12000039,West Dunbartonshire,Local Authority,2011,Transport,All,534.47194996,GWh
S12000030,Stirling,Local Authority,2010,Transport,All,1011.1012772,GWh
S12000039,West Dunbartonshire,Local Authority,2007,Transport,All,543.134507,GWh
S12000039,West Dunbartonshire,Local Authority,2006,Transport,All,543.73066414,GWh
S12000017,Highland,Local Authority,2015,Transport,All,2087.9676567,GWh
S12000039,West Dunbartonshire,Local Authority,2008,Transport,All,544.34156606,GWh
S12000038,Renfrewshire,Local Authority,2011,Transport,All,1256.1554611,GWh
S12000011,East Renfrewshire,Local Authority,2012,Transport,All,620.21092932,GWh
S12000038,Renfrewshire,Local Authority,2010,Transport,All,1270.7920514,GWh
S12000008,East Ayrshire,Local Authority,2016,Transport,All,847.05404753,GWh
S12000038,Renfrewshire,Local Authority,2012,Transport,All,1228.9385858,GWh
S12000019,Midlothian,Local Authority,2017,Transport,All,528.77208689,GWh
S12000038,Renfrewshire,Local Authority,2009,Transport,All,1298.9438342,GWh
S12000030,Stirling,Local Authority,2013,Transport,All,952.04514144,GWh
S12000017,Highland,Local Authority,2017,Transport,All,2160.0568249,GWh
S12000011,East Renfrewshire,Local Authority,2018,Transport,All,644.73616814,GWh
S12000020,Moray,Local Authority,2005,Transport,All,540.36367991,GWh
S12000030,Stirling,Local Authority,2012,Transport,All,963.82490703,GWh
S12000005,Clackmannanshire,Local Authority,2008,Transport,All,292.38931647,GWh
S12000038,Renfrewshire,Local Authority,2015,Transport,All,1255.2234483,GWh
S12000038,Renfrewshire,Local Authority,2013,Transport,All,1230.4290782,GWh
S12000019,Midlothian,Local Authority,2018,Transport,All,523.30926278,GWh
S12000038,Renfrewshire,Local Authority,2014,Transport,All,1250.8335222,GWh
S12000010,East Lothian,Local Authority,2012,Transport,All,680.92906264,GWh
S12000018,Inverclyde,Local Authority,2009,Transport,All,438.82746555,GWh
S12000034,Aberdeenshire,Local Authority,2008,Transport,All,2207.0883712,GWh
S12000018,Inverclyde,Local Authority,2015,Transport,All,398.99596232,GWh
S12000033,Aberdeen City,Local Authority,2007,Transport,All,1163.9951328,GWh
S12000034,Aberdeenshire,Local Authority,2009,Transport,All,2143.2835307,GWh
S12000034,Aberdeenshire,Local Authority,2005,Transport,All,2087.2423733,GWh
S12000010,East Lothian,Local Authority,2008,Transport,All,746.73995954,GWh
S12000034,Aberdeenshire,Local Authority,2007,Transport,All,2231.5243275,GWh
S12000034,Aberdeenshire,Local Authority,2006,Transport,All,2201.9469479,GWh
S12000034,Aberdeenshire,Local Authority,2012,Transport,All,2038.1809334,GWh
S12000010,East Lothian,Local Authority,2007,Transport,All,771.44650223,GWh
S12000005,Clackmannanshire,Local Authority,2005,Transport,All,273.99544601,GWh
S12000010,East Lothian,Local Authority,2010,Transport,All,716.93257657,GWh
S12000018,Inverclyde,Local Authority,2017,Transport,All,404.18166436,GWh
S12000018,Inverclyde,Local Authority,2016,Transport,All,400.53552441,GWh
S12000034,Aberdeenshire,Local Authority,2010,Transport,All,2103.2753401,GWh
S12000011,East Renfrewshire,Local Authority,2013,Transport,All,619.79982008,GWh
S12000034,Aberdeenshire,Local Authority,2011,Transport,All,2053.3261724,GWh
S12000033,Aberdeen City,Local Authority,2009,Transport,All,1107.6619628,GWh
S12000018,Inverclyde,Local Authority,2012,Transport,All,401.98858778,GWh
S12000033,Aberdeen City,Local Authority,2012,Transport,All,1052.5767723,GWh
S12000033,Aberdeen City,Local Authority,2014,Transport,All,1064.334205,GWh
S12000033,Aberdeen City,Local Authority,2013,Transport,All,1047.1797054,GWh
S12000033,Aberdeen City,Local Authority,2010,Transport,All,1088.0479736,GWh
S12000018,Inverclyde,Local Authority,2011,Transport,All,414.05241716,GWh
S12000033,Aberdeen City,Local Authority,2011,Transport,All,1063.6554542,GWh
S12000010,East Lothian,Local Authority,2009,Transport,All,728.81525871,GWh
S12000033,Aberdeen City,Local Authority,2017,Transport,All,1065.9198659,GWh
S12000033,Aberdeen City,Local Authority,2008,Transport,All,1154.3819082,GWh
S12000033,Aberdeen City,Local Authority,2016,Transport,All,1056.2711441,GWh
S12000018,Inverclyde,Local Authority,2014,Transport,All,405.13879652,GWh
S12000033,Aberdeen City,Local Authority,2018,Transport,All,1064.4983906,GWh
S12000011,East Renfrewshire,Local Authority,2014,Transport,All,630.51650335,GWh
S12000033,Aberdeen City,Local Authority,2015,Transport,All,1054.6169929,GWh
S12000018,Inverclyde,Local Authority,2010,Transport,All,425.45455913,GWh
S12000018,Inverclyde,Local Authority,2013,Transport,All,398.01907803,GWh
S12000035,Argyll and Bute,Local Authority,2011,Transport,All,660.33878635,GWh
S12000005,Clackmannanshire,Local Authority,2006,Transport,All,283.32218711,GWh
S12000030,Stirling,Local Authority,2018,Transport,All,1015.5584037,GWh
S12000019,Midlothian,Local Authority,2008,Transport,All,527.76094863,GWh
S12000035,Argyll and Bute,Local Authority,2012,Transport,All,649.80823529,GWh
S12000035,Argyll and Bute,Local Authority,2009,Transport,All,679.09577992,GWh
S12000035,Argyll and Bute,Local Authority,2008,Transport,All,687.1002132,GWh
S12000035,Argyll and Bute,Local Authority,2010,Transport,All,669.01153692,GWh
S12000019,Midlothian,Local Authority,2007,Transport,All,528.21398988,GWh
S12000019,Midlothian,Local Authority,2009,Transport,All,521.24519534,GWh
S12000035,Argyll and Bute,Local Authority,2016,Transport,All,692.59741144,GWh
S12000010,East Lothian,Local Authority,2005,Transport,All,712.21714745,GWh
S12000018,Inverclyde,Local Authority,2006,Transport,All,451.96403923,GWh
S12000030,Stirling,Local Authority,2017,Transport,All,1025.900313,GWh
S12000035,Argyll and Bute,Local Authority,2014,Transport,All,667.23913259,GWh
S12000035,Argyll and Bute,Local Authority,2013,Transport,All,653.80745677,GWh
S12000035,Argyll and Bute,Local Authority,2015,Transport,All,681.06257522,GWh
S12000011,East Renfrewshire,Local Authority,2016,Transport,All,634.79160865,GWh
S12000018,Inverclyde,Local Authority,2018,Transport,All,399.68804406,GWh
S12000034,Aberdeenshire,Local Authority,2015,Transport,All,2139.6359212,GWh
S12000011,East Renfrewshire,Local Authority,2015,Transport,All,627.94134526,GWh
S12000034,Aberdeenshire,Local Authority,2017,Transport,All,2356.3482213,GWh
S12000034,Aberdeenshire,Local Authority,2016,Transport,All,2177.5208837,GWh
S12000034,Aberdeenshire,Local Authority,2014,Transport,All,2132.9376958,GWh
S12000034,Aberdeenshire,Local Authority,2013,Transport,All,2061.489944,GWh
S12000018,Inverclyde,Local Authority,2008,Transport,All,450.07037369,GWh
S12000033,Aberdeen City,Local Authority,2006,Transport,All,1185.8853666,GWh
S12000019,Midlothian,Local Authority,2006,Transport,All,515.85041243,GWh
S12000010,East Lothian,Local Authority,2006,Transport,All,743.2359234,GWh
S12000035,Argyll and Bute,Local Authority,2006,Transport,All,687.00645609,GWh
S12000018,Inverclyde,Local Authority,2007,Transport,All,454.55078221,GWh
S12000035,Argyll and Bute,Local Authority,2007,Transport,All,693.50165745,GWh
S12000034,Aberdeenshire,Local Authority,2018,Transport,All,2202.5551224,GWh
S12000019,Midlothian,Local Authority,2005,Transport,All,500.15496896,GWh
S12000033,Aberdeen City,Local Authority,2005,Transport,All,1113.4188435,GWh
S12000035,Argyll and Bute,Local Authority,2005,Transport,All,675.85366652,GWh
S12000010,East Lothian,Local Authority,2013,Transport,All,677.79822101,GWh
S12000020,Moray,Local Authority,2012,Transport,All,536.71171861,GWh
S12000040,West Lothian,Local Authority,2006,Transport,All,1470.8994751,GWh
S12000041,Angus,Local Authority,2008,Transport,All,915.9552165,GWh
S12000017,Highland,Local Authority,2011,Transport,All,2028.7840831,GWh
S12000040,West Lothian,Local Authority,2005,Transport,All,1450.2264993,GWh
S12000020,Moray,Local Authority,2018,Transport,All,584.91537891,GWh
S12000040,West Lothian,Local Authority,2008,Transport,All,1515.0153195,GWh
S12000030,Stirling,Local Authority,2008,Transport,All,1060.6880023,GWh
S12000041,Angus,Local Authority,2006,Transport,All,896.59525557,GWh
S12000040,West Lothian,Local Authority,2007,Transport,All,1510.2221098,GWh
S12000041,Angus,Local Authority,2007,Transport,All,904.69325012,GWh
S12000008,East Ayrshire,Local Authority,2013,Transport,All,845.48844097,GWh
S12000005,Clackmannanshire,Local Authority,2009,Transport,All,291.77381045,GWh
S12000030,Stirling,Local Authority,2009,Transport,All,1031.7508184,GWh
S12000039,West Dunbartonshire,Local Authority,2017,Transport,All,525.00584594,GWh
S12000041,Angus,Local Authority,2010,Transport,All,895.46960422,GWh
S12000039,West Dunbartonshire,Local Authority,2015,Transport,All,533.63907363,GWh
S12000039,West Dunbartonshire,Local Authority,2016,Transport,All,528.55347296,GWh
S12000041,Angus,Local Authority,2009,Transport,All,895.10978889,GWh
S12000030,Stirling,Local Authority,2005,Transport,All,998.67618968,GWh
S12000039,West Dunbartonshire,Local Authority,2018,Transport,All,522.64076119,GWh
S12000017,Highland,Local Authority,2014,Transport,All,2047.5071975,GWh
S12000020,Moray,Local Authority,2011,Transport,All,541.75411281,GWh
S12000008,East Ayrshire,Local Authority,2011,Transport,All,871.4332908,GWh
S12000020,Moray,Local Authority,2016,Transport,All,566.85468833,GWh
S12000040,West Lothian,Local Authority,2013,Transport,All,1423.3486829,GWh
S12000005,Clackmannanshire,Local Authority,2010,Transport,All,289.33678581,GWh
S12000040,West Lothian,Local Authority,2017,Transport,All,1500.2975325,GWh
S12000040,West Lothian,Local Authority,2012,Transport,All,1416.525536,GWh
S12000030,Stirling,Local Authority,2007,Transport,All,1082.2090392,GWh
S12000040,West Lothian,Local Authority,2015,Transport,All,1458.0357491,GWh
S12000020,Moray,Local Authority,2015,Transport,All,557.73054394,GWh
S12000008,East Ayrshire,Local Authority,2012,Transport,All,850.40873761,GWh
S12000017,Highland,Local Authority,2012,Transport,All,2002.7971106,GWh
S12000040,West Lothian,Local Authority,2014,Transport,All,1437.0787474,GWh
S12000040,West Lothian,Local Authority,2016,Transport,All,1456.3222049,GWh
S12000041,Angus,Local Authority,2005,Transport,All,820.16408914,GWh
S12000040,West Lothian,Local Authority,2009,Transport,All,1484.1213441,GWh
S12000040,West Lothian,Local Authority,2010,Transport,All,1459.7897792,GWh
S12000017,Highland,Local Authority,2013,Transport,All,2020.3613527,GWh
S12000020,Moray,Local Authority,2013,Transport,All,539.60500814,GWh
S12000020,Moray,Local Authority,2017,Transport,All,585.53673642,GWh
S12000030,Stirling,Local Authority,2006,Transport,All,1051.219546,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2006,Transport,All,167.58642924,GWh
S12000020,Moray,Local Authority,2014,Transport,All,554.37556517,GWh
S12000040,West Lothian,Local Authority,2011,Transport,All,1441.1559774,GWh
S12000011,East Renfrewshire,Local Authority,2011,Transport,All,644.12604692,GWh
S12000040,West Lothian,Local Authority,2018,Transport,All,1509.4803126,GWh
S12000039,West Dunbartonshire,Local Authority,2013,Transport,All,525.43990705,GWh
S12000021,North Ayrshire,Local Authority,2005,Transport,All,620.30928715,GWh
S12000020,Moray,Local Authority,2009,Transport,All,564.26418937,GWh
S12000039,West Dunbartonshire,Local Authority,2014,Transport,All,534.1300641,GWh
S12000039,West Dunbartonshire,Local Authority,2012,Transport,All,529.40813274,GWh
S12000041,Angus,Local Authority,2012,Transport,All,866.58042984,GWh
S12000041,Angus,Local Authority,2011,Transport,All,874.33077862,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2005,Transport,All,159.68364282,GWh
S12000020,Moray,Local Authority,2010,Transport,All,552.42153568,GWh
S12000008,East Ayrshire,Local Authority,2014,Transport,All,865.87206821,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2007,Transport,All,167.96461754,GWh
S12000018,Inverclyde,Local Authority,2006,Public Sector,Coal,0,GWh
S12000050,North Lanarkshire,Local Authority,2012,Public Sector,Petroleum Products,1.5991795214,GWh
S12000020,Moray,Local Authority,2012,Public Sector,Petroleum Products,4.2466729264,GWh
S12000020,Moray,Local Authority,2011,Public Sector,Petroleum Products,5.1925246607,GWh
S12000019,Midlothian,Local Authority,2012,Public Sector,Coal,1.6935974206,GWh
S12000040,West Lothian,Local Authority,2008,Public Sector,Coal,0.7105975357,GWh
S12000006,Dumfries and Galloway,Local Authority,2017,Public Sector,Coal,1.1929611362,GWh
S12000019,Midlothian,Local Authority,2012,Public Sector,Petroleum Products,0.131874489,GWh
S12000041,Angus,Local Authority,2017,Public Sector,Petroleum Products,0.1997680913,GWh
S12000010,East Lothian,Local Authority,2015,Public Sector,Petroleum Products,0.6348191073,GWh
S12000019,Midlothian,Local Authority,2011,Public Sector,Petroleum Products,0.3308621375,GWh
S12000019,Midlothian,Local Authority,2007,Public Sector,Coal,1.017230522,GWh
S12000050,North Lanarkshire,Local Authority,2008,Public Sector,Coal,0.099608089,GWh
S12000042,Dundee City,Local Authority,2013,Public Sector,Petroleum Products,0.1040579829,GWh
S12000040,West Lothian,Local Authority,2008,Public Sector,Petroleum Products,1.2372785654,GWh
S12000019,Midlothian,Local Authority,2010,Public Sector,Petroleum Products,0.1252344684,GWh
S12000042,Dundee City,Local Authority,2011,Public Sector,Petroleum Products,1.1124434363,GWh
S12000039,West Dunbartonshire,Local Authority,2017,Public Sector,Coal,0.0342594563,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2005,Public Sector,Coal,3.9411690967,GWh
S12000019,Midlothian,Local Authority,2013,Public Sector,Petroleum Products,0.0501453385,GWh
S12000050,North Lanarkshire,Local Authority,2012,Public Sector,Coal,0.09741181,GWh
S12000008,East Ayrshire,Local Authority,2008,Public Sector,Petroleum Products,2.2728142306,GWh
S12000019,Midlothian,Local Authority,2014,Public Sector,Coal,2.0012046404,GWh
S12000020,Moray,Local Authority,2012,Public Sector,Coal,2.4083485643,GWh
S12000041,Angus,Local Authority,2015,Public Sector,Petroleum Products,0.2156385521,GWh
S12000041,Angus,Local Authority,2007,Public Sector,Coal,1.4164527761,GWh
S12000019,Midlothian,Local Authority,2013,Public Sector,Coal,1.8772455411,GWh
S12000006,Dumfries and Galloway,Local Authority,2017,Public Sector,Petroleum Products,1.4506334275,GWh
S12000019,Midlothian,Local Authority,2006,Public Sector,Coal,1.5647465223,GWh
S12000010,East Lothian,Local Authority,2016,Public Sector,Petroleum Products,0.6324731968,GWh
S12000011,East Renfrewshire,Local Authority,2006,Public Sector,Petroleum Products,0.6097627027,GWh
S12000019,Midlothian,Local Authority,2014,Public Sector,Petroleum Products,0.0861325476,GWh
S12000010,East Lothian,Local Authority,2016,Public Sector,Coal,0.1910454052,GWh
S12000050,North Lanarkshire,Local Authority,2013,Public Sector,Petroleum Products,0.6292886934,GWh
S12000039,West Dunbartonshire,Local Authority,2016,Public Sector,Petroleum Products,0.832080294,GWh
S12000005,Clackmannanshire,Local Authority,2006,Public Sector,Coal,0.6479400036,GWh
S12000006,Dumfries and Galloway,Local Authority,2016,Public Sector,Coal,0.9472638838,GWh
S12000011,East Renfrewshire,Local Authority,2018,Public Sector,Coal,0,GWh
S12000020,Moray,Local Authority,2013,Public Sector,Petroleum Products,3.8636085802,GWh
S12000040,West Lothian,Local Authority,2009,Public Sector,Coal,0.7392605662,GWh
S12000010,East Lothian,Local Authority,2014,Public Sector,Coal,1.4382903573,GWh
S12000008,East Ayrshire,Local Authority,2006,Public Sector,Coal,1.9018558306,GWh
S12000011,East Renfrewshire,Local Authority,2013,Public Sector,Petroleum Products,0.0531424476,GWh
S12000008,East Ayrshire,Local Authority,2006,Public Sector,Petroleum Products,3.3517064079,GWh
S12000041,Angus,Local Authority,2007,Public Sector,Petroleum Products,1.0058914232,GWh
S12000005,Clackmannanshire,Local Authority,2007,Public Sector,Coal,0.7848091472,GWh
S12000018,Inverclyde,Local Authority,2005,Public Sector,Petroleum Products,2.0091796919,GWh
S12000008,East Ayrshire,Local Authority,2009,Public Sector,Petroleum Products,1.2172578693,GWh
S12000040,West Lothian,Local Authority,2009,Public Sector,Petroleum Products,0.6164840169,GWh
S12000005,Clackmannanshire,Local Authority,2006,Public Sector,Petroleum Products,0.252628558,GWh
S12000010,East Lothian,Local Authority,2013,Public Sector,Petroleum Products,0.2597516306,GWh
S12000041,Angus,Local Authority,2014,Public Sector,Petroleum Products,0.1425214981,GWh
S12000005,Clackmannanshire,Local Authority,2005,Public Sector,Coal,0.7323851428,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2007,Public Sector,Petroleum Products,4.5589776892,GWh
S12000010,East Lothian,Local Authority,2015,Public Sector,Coal,0.1869572044,GWh
S12000020,Moray,Local Authority,2013,Public Sector,Coal,2.6824432413,GWh
S12000011,East Renfrewshire,Local Authority,2008,Public Sector,Petroleum Products,0.4157792803,GWh
S12000041,Angus,Local Authority,2018,Public Sector,Petroleum Products,0.2172811268,GWh
S12000019,Midlothian,Local Authority,2011,Public Sector,Coal,1.8647898576,GWh
S12000008,East Ayrshire,Local Authority,2009,Public Sector,Coal,2.0940986955,GWh
S12000041,Angus,Local Authority,2005,Public Sector,Coal,1.6614193505,GWh
S12000011,East Renfrewshire,Local Authority,2018,Public Sector,Petroleum Products,0.1418486677,GWh
S12000010,East Lothian,Local Authority,2014,Public Sector,Petroleum Products,0.4554338122,GWh
S12000005,Clackmannanshire,Local Authority,2005,Public Sector,Petroleum Products,0.4102668813,GWh
S12000006,Dumfries and Galloway,Local Authority,2016,Public Sector,Petroleum Products,1.5071385617,GWh
S12000050,North Lanarkshire,Local Authority,2013,Public Sector,Coal,0.1083534536,GWh
S12000050,North Lanarkshire,Local Authority,2007,Public Sector,Petroleum Products,4.5023226676,GWh
S12000011,East Renfrewshire,Local Authority,2007,Public Sector,Coal,0,GWh
S12000041,Angus,Local Authority,2015,Public Sector,Coal,0.2257264839,GWh
S12000041,Angus,Local Authority,2016,Public Sector,Petroleum Products,0.2075494685,GWh
S12000020,Moray,Local Authority,2006,Public Sector,Coal,2.4973603044,GWh
S12000041,Angus,Local Authority,2018,Public Sector,Coal,0.3117617814,GWh
S12000050,North Lanarkshire,Local Authority,2008,Public Sector,Petroleum Products,4.1606098797,GWh
S12000019,Midlothian,Local Authority,2006,Public Sector,Petroleum Products,0.565140614,GWh
S12000040,West Lothian,Local Authority,2005,Public Sector,Coal,0.7931193404,GWh
S12000020,Moray,Local Authority,2006,Public Sector,Petroleum Products,5.7534014724,GWh
S12000017,Highland,Local Authority,2015,Public Sector,Coal,2.9831665012,GWh
S12000041,Angus,Local Authority,2017,Public Sector,Coal,0.2878119596,GWh
S12000020,Moray,Local Authority,2010,Public Sector,Coal,2.7071811933,GWh
S12000008,East Ayrshire,Local Authority,2007,Public Sector,Petroleum Products,2.4811807066,GWh
S12000041,Angus,Local Authority,2016,Public Sector,Coal,0.2285354197,GWh
S12000011,East Renfrewshire,Local Authority,2007,Public Sector,Petroleum Products,0.6067710945,GWh
S12000020,Moray,Local Authority,2005,Public Sector,Coal,2.8187288962,GWh
S12000040,West Lothian,Local Authority,2005,Public Sector,Petroleum Products,2.946389243,GWh
S12000050,North Lanarkshire,Local Authority,2010,Public Sector,Coal,0.1078112863,GWh
S12000010,East Lothian,Local Authority,2018,Public Sector,Petroleum Products,0.6621288594,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2006,Public Sector,Coal,3.4927857976,GWh
S12000020,Moray,Local Authority,2005,Public Sector,Petroleum Products,8.5835997699,GWh
S12000020,Moray,Local Authority,2008,Public Sector,Coal,2.5305089096,GWh
S12000042,Dundee City,Local Authority,2013,Public Sector,Coal,0.004111426,GWh
S12000050,North Lanarkshire,Local Authority,2009,Public Sector,Coal,0.1045371273,GWh
S12000019,Midlothian,Local Authority,2009,Public Sector,Coal,1.7192308477,GWh
S12000039,West Dunbartonshire,Local Authority,2018,Public Sector,Petroleum Products,0.8367033121,GWh
S12000011,East Renfrewshire,Local Authority,2005,Public Sector,Petroleum Products,0.9906552626,GWh
S12000008,East Ayrshire,Local Authority,2007,Public Sector,Coal,1.1832902911,GWh
S12000020,Moray,Local Authority,2008,Public Sector,Petroleum Products,5.457618997,GWh
S12000020,Moray,Local Authority,2009,Public Sector,Coal,2.6379435816,GWh
S12000011,East Renfrewshire,Local Authority,2013,Public Sector,Coal,0,GWh
S12000050,North Lanarkshire,Local Authority,2009,Public Sector,Petroleum Products,2.1627196032,GWh
S12000020,Moray,Local Authority,2009,Public Sector,Petroleum Products,4.5453521324,GWh
S12000020,Moray,Local Authority,2007,Public Sector,Coal,2.8804502715,GWh
S12000039,West Dunbartonshire,Local Authority,2018,Public Sector,Coal,0.0371103066,GWh
S12000008,East Ayrshire,Local Authority,2005,Public Sector,Coal,2.1178532962,GWh
S12000042,Dundee City,Local Authority,2007,Public Sector,Petroleum Products,0.8023076685,GWh
S12000020,Moray,Local Authority,2007,Public Sector,Petroleum Products,6.3009226596,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2006,Public Sector,Petroleum Products,4.6213637655,GWh
S12000011,East Renfrewshire,Local Authority,2005,Public Sector,Coal,0,GWh
S12000041,Angus,Local Authority,2006,Public Sector,Petroleum Products,0.9745343148,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2005,Public Sector,Petroleum Products,7.4973787039,GWh
S12000019,Midlothian,Local Authority,2016,Public Sector,Petroleum Products,0.1194075127,GWh
S12000019,Midlothian,Local Authority,2016,Public Sector,Coal,0.268771847,GWh
S12000011,East Renfrewshire,Local Authority,2008,Public Sector,Coal,0,GWh
S12000041,Angus,Local Authority,2006,Public Sector,Coal,1.4793009356,GWh
S12000006,Dumfries and Galloway,Local Authority,2018,Public Sector,Coal,1.2922315249,GWh
S12000020,Moray,Local Authority,2011,Public Sector,Coal,2.7431787647,GWh
S12000050,North Lanarkshire,Local Authority,2011,Public Sector,Coal,0.1099322377,GWh
S12000010,East Lothian,Local Authority,2017,Public Sector,Coal,0.2405979394,GWh
S12000050,North Lanarkshire,Local Authority,2011,Public Sector,Petroleum Products,3.8255674899,GWh
S12000019,Midlothian,Local Authority,2015,Public Sector,Coal,0.2605250838,GWh
S12000019,Midlothian,Local Authority,2015,Public Sector,Petroleum Products,0.1222749474,GWh
S12000040,West Lothian,Local Authority,2007,Public Sector,Petroleum Products,1.8041610278,GWh
S12000017,Highland,Local Authority,2015,Public Sector,Petroleum Products,39.645292834,GWh
S12000040,West Lothian,Local Authority,2007,Public Sector,Coal,0.836658304,GWh
S12000041,Angus,Local Authority,2005,Public Sector,Petroleum Products,1.5857691894,GWh
S12000008,East Ayrshire,Local Authority,2008,Public Sector,Coal,1.9546691609,GWh
S12000017,Highland,Local Authority,2018,Public Sector,Coal,4.0847914906,GWh
S12000042,Dundee City,Local Authority,2012,Public Sector,Coal,0.0036889895,GWh
S12000050,North Lanarkshire,Local Authority,2010,Public Sector,Petroleum Products,1.4476219786,GWh
S12000019,Midlothian,Local Authority,2018,Public Sector,Coal,0.3666512179,GWh
S12000019,Midlothian,Local Authority,2018,Public Sector,Petroleum Products,0.1250063459,GWh
S12000010,East Lothian,Local Authority,2017,Public Sector,Petroleum Products,0.60876072,GWh
S12000008,East Ayrshire,Local Authority,2005,Public Sector,Petroleum Products,5.4775210089,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2007,Public Sector,Coal,3.9906078313,GWh
S12000010,East Lothian,Local Authority,2018,Public Sector,Coal,0.2606189262,GWh
S12000020,Moray,Local Authority,2010,Public Sector,Petroleum Products,4.2534254439,GWh
S12000006,Dumfries and Galloway,Local Authority,2018,Public Sector,Petroleum Products,1.5778058958,GWh
S12000011,East Renfrewshire,Local Authority,2012,Public Sector,Petroleum Products,0.1381849735,GWh
S12000039,West Dunbartonshire,Local Authority,2017,Public Sector,Petroleum Products,0.8283837683,GWh
S12000040,West Lothian,Local Authority,2006,Public Sector,Petroleum Products,1.8139258432,GWh
S12000019,Midlothian,Local Authority,2017,Public Sector,Coal,0.3384847419,GWh
S12000042,Dundee City,Local Authority,2012,Public Sector,Petroleum Products,0.2577750074,GWh
S12000040,West Lothian,Local Authority,2006,Public Sector,Coal,0.702014933,GWh
S12000011,East Renfrewshire,Local Authority,2006,Public Sector,Coal,0,GWh
