area_code,reference_area,area_type,year,sector,energy_type,value,units
S12000011,East Renfrewshire,Local Authority,2011,Domestic,Manufactured Fuels,1.2117953165,GWh
S12000011,East Renfrewshire,Local Authority,2011,Domestic,Gas,672.00028192,GWh
S12000008,East Ayrshire,Local Authority,2017,Domestic,Electricity,189.0496339,GWh
S12000011,East Renfrewshire,Local Authority,2009,Domestic,Electricity,174.40444796,GWh
S12000030,Stirling,Local Authority,2018,Domestic,All,776.41040257,GWh
S12000038,Renfrewshire,Local Authority,2018,Domestic,All,1383.5809685,GWh
S12000011,East Renfrewshire,Local Authority,2009,Domestic,Manufactured Fuels,1.1138383502,GWh
S12000011,East Renfrewshire,Local Authority,2009,Domestic,Gas,710.91095548,GWh
S12000033,Aberdeen City,Local Authority,2006,Domestic,All,2206.8230387,GWh
S12000008,East Ayrshire,Local Authority,2017,Domestic,Gas,750.2612627,GWh
S12000011,East Renfrewshire,Local Authority,2008,Domestic,Petroleum Products,11.24627964,GWh
S12000011,East Renfrewshire,Local Authority,2009,Domestic,Bioenergy & Wastes,10.459311558,GWh
S12000011,East Renfrewshire,Local Authority,2009,Domestic,Coal,2.1465811988,GWh
S12000033,Aberdeen City,Local Authority,2005,Domestic,All,2252.4612443,GWh
S12000030,Stirling,Local Authority,2015,Domestic,All,771.83936693,GWh
S12000039,West Dunbartonshire,Local Authority,2005,Domestic,All,875.89033356,GWh
S12000011,East Renfrewshire,Local Authority,2010,Domestic,Bioenergy & Wastes,13.484925187,GWh
S12000039,West Dunbartonshire,Local Authority,2006,Domestic,All,847.59761988,GWh
S12000030,Stirling,Local Authority,2014,Domestic,All,776.49340724,GWh
S12000011,East Renfrewshire,Local Authority,2010,Domestic,Coal,2.2419480129,GWh
S12000008,East Ayrshire,Local Authority,2017,Domestic,Coal,7.1290459043,GWh
S12000011,East Renfrewshire,Local Authority,2009,Domestic,Petroleum Products,11.051628517,GWh
S12000030,Stirling,Local Authority,2017,Domestic,All,784.56313028,GWh
S12000030,Stirling,Local Authority,2016,Domestic,All,768.44558965,GWh
S12000008,East Ayrshire,Local Authority,2017,Domestic,Bioenergy & Wastes,28.871574704,GWh
S12000011,East Renfrewshire,Local Authority,2014,Domestic,Coal,1.7276834968,GWh
S12000008,East Ayrshire,Local Authority,2015,Domestic,Bioenergy & Wastes,27.029726022,GWh
S12000029,South Lanarkshire,Local Authority,2015,Domestic,All,2641.7555165,GWh
S12000039,West Dunbartonshire,Local Authority,2012,Domestic,All,688.92624677,GWh
S12000011,East Renfrewshire,Local Authority,2014,Domestic,Electricity,165.9727679,GWh
S12000029,South Lanarkshire,Local Authority,2014,Domestic,All,2669.0481354,GWh
S12000011,East Renfrewshire,Local Authority,2013,Domestic,Petroleum Products,10.137938431,GWh
S12000039,West Dunbartonshire,Local Authority,2011,Domestic,All,711.37841248,GWh
S12000029,South Lanarkshire,Local Authority,2017,Domestic,All,2671.3163359,GWh
S12000008,East Ayrshire,Local Authority,2015,Domestic,Coal,7.3557333984,GWh
S12000011,East Renfrewshire,Local Authority,2014,Domestic,Bioenergy & Wastes,16.660897339999998,GWh
S12000029,South Lanarkshire,Local Authority,2016,Domestic,All,2631.1054581,GWh
S12000029,South Lanarkshire,Local Authority,2012,Domestic,All,2765.7041227,GWh
S12000008,East Ayrshire,Local Authority,2014,Domestic,Manufactured Fuels,4.403089146,GWh
S12000029,South Lanarkshire,Local Authority,2013,Domestic,All,2723.5539603,GWh
S12000008,East Ayrshire,Local Authority,2014,Domestic,Gas,741.7093,GWh
S12000011,East Renfrewshire,Local Authority,2015,Domestic,Coal,1.7391375,GWh
S12000011,East Renfrewshire,Local Authority,2015,Domestic,Bioenergy & Wastes,18.821711252,GWh
S12000011,East Renfrewshire,Local Authority,2014,Domestic,Manufactured Fuels,1.4830294205,GWh
S12000039,West Dunbartonshire,Local Authority,2013,Domestic,All,677.61380766,GWh
S12000011,East Renfrewshire,Local Authority,2014,Domestic,Gas,645.5722,GWh
S12000011,East Renfrewshire,Local Authority,2014,Domestic,Petroleum Products,9.387559317,GWh
S12000008,East Ayrshire,Local Authority,2014,Domestic,Petroleum Products,38.215567041,GWh
S12000011,East Renfrewshire,Local Authority,2012,Domestic,Gas,664.98326478,GWh
S12000011,East Renfrewshire,Local Authority,2012,Domestic,Manufactured Fuels,1.3892238641,GWh
S12000011,East Renfrewshire,Local Authority,2012,Domestic,Electricity,166.22350495,GWh
S12000008,East Ayrshire,Local Authority,2015,Domestic,Petroleum Products,38.418805012,GWh
S12000030,Stirling,Local Authority,2006,Domestic,All,928.08764197,GWh
S12000011,East Renfrewshire,Local Authority,2012,Domestic,Petroleum Products,9.8823971974,GWh
S12000030,Stirling,Local Authority,2008,Domestic,All,883.32172603,GWh
S12000011,East Renfrewshire,Local Authority,2012,Domestic,Coal,2.1156548307,GWh
S12000011,East Renfrewshire,Local Authority,2012,Domestic,Bioenergy & Wastes,14.899099774,GWh
S12000030,Stirling,Local Authority,2007,Domestic,All,900.83430774,GWh
S12000039,West Dunbartonshire,Local Authority,2009,Domestic,All,754.08574438,GWh
S12000029,South Lanarkshire,Local Authority,2018,Domestic,All,2683.1927043,GWh
S12000011,East Renfrewshire,Local Authority,2013,Domestic,Electricity,164.11668151,GWh
S12000011,East Renfrewshire,Local Authority,2013,Domestic,Coal,2.0205042183,GWh
S12000011,East Renfrewshire,Local Authority,2013,Domestic,Gas,651.35296839,GWh
S12000011,East Renfrewshire,Local Authority,2013,Domestic,Manufactured Fuels,1.3980356709,GWh
S12000008,East Ayrshire,Local Authority,2015,Domestic,Electricity,202.2006632,GWh
S12000030,Stirling,Local Authority,2005,Domestic,All,941.40201515,GWh
S12000011,East Renfrewshire,Local Authority,2013,Domestic,Bioenergy & Wastes,17.539950902,GWh
S12000039,West Dunbartonshire,Local Authority,2010,Domestic,All,741.89834159,GWh
S12000008,East Ayrshire,Local Authority,2015,Domestic,Gas,727.047424,GWh
S12000008,East Ayrshire,Local Authority,2015,Domestic,Manufactured Fuels,4.2742516803,GWh
S12000018,Inverclyde,Local Authority,2008,Domestic,Coal,1.6564811013,GWh
S12000005,Clackmannanshire,Local Authority,2008,Domestic,Bioenergy & Wastes,6.412116357,GWh
S12000011,East Renfrewshire,Local Authority,2008,Domestic,All,976.02154488,GWh
S12000011,East Renfrewshire,Local Authority,2007,Domestic,All,996.02882891,GWh
S12000049,Glasgow City,Local Authority,2005,Domestic,All,5168.0053421,GWh
S12000011,East Renfrewshire,Local Authority,2009,Domestic,All,910.08676307,GWh
S12000005,Clackmannanshire,Local Authority,2011,Domestic,Manufactured Fuels,1.7185223365,GWh
S12000005,Clackmannanshire,Local Authority,2011,Domestic,Gas,320.68943801,GWh
S12000005,Clackmannanshire,Local Authority,2017,Domestic,Bioenergy & Wastes,13.427046899,GWh
S12000018,Inverclyde,Local Authority,2008,Domestic,Bioenergy & Wastes,6.7305143211,GWh
S12000049,Glasgow City,Local Authority,2006,Domestic,All,4986.9534322,GWh
S12000018,Inverclyde,Local Authority,2008,Domestic,Manufactured Fuels,1.5862406812,GWh
S12000018,Inverclyde,Local Authority,2008,Domestic,Gas,569.49784,GWh
S12000005,Clackmannanshire,Local Authority,2016,Domestic,Petroleum Products,9.2806077553,GWh
S12000019,Midlothian,Local Authority,2010,Domestic,Coal,13.133953907,GWh
S12000018,Inverclyde,Local Authority,2008,Domestic,Electricity,180.265,GWh
S12000019,Midlothian,Local Authority,2010,Domestic,Bioenergy & Wastes,15.736905389,GWh
S12000005,Clackmannanshire,Local Authority,2008,Domestic,All,491.49177012,GWh
S12000011,East Renfrewshire,Local Authority,2011,Domestic,All,867.47422334,GWh
S12000019,Midlothian,Local Authority,2010,Domestic,Gas,524.05651413,GWh
S12000005,Clackmannanshire,Local Authority,2017,Domestic,Gas,306.9569812,GWh
S12000005,Clackmannanshire,Local Authority,2017,Domestic,Electricity,85.58726431,GWh
S12000018,Inverclyde,Local Authority,2007,Domestic,Electricity,184.95189,GWh
S12000005,Clackmannanshire,Local Authority,2017,Domestic,Manufactured Fuels,1.9198801907,GWh
S12000018,Inverclyde,Local Authority,2007,Domestic,Bioenergy & Wastes,5.6713680463,GWh
S12000006,Dumfries and Galloway,Local Authority,2016,Domestic,All,1311.2702169,GWh
S12000018,Inverclyde,Local Authority,2007,Domestic,Coal,1.5632769671,GWh
S12000011,East Renfrewshire,Local Authority,2010,Domestic,All,896.41902083,GWh
S12000048,Perth and Kinross,Local Authority,2018,Domestic,All,1339.1651306,GWh
S12000018,Inverclyde,Local Authority,2007,Domestic,Manufactured Fuels,1.38617863,GWh
S12000005,Clackmannanshire,Local Authority,2017,Domestic,Coal,2.8459833709,GWh
S12000018,Inverclyde,Local Authority,2007,Domestic,Petroleum Products,5.7486350914,GWh
S12000018,Inverclyde,Local Authority,2007,Domestic,Gas,582.29084,GWh
S12000005,Clackmannanshire,Local Authority,2007,Domestic,All,512.06145452,GWh
S12000019,Midlothian,Local Authority,2010,Domestic,Electricity,143.15456046,GWh
S12000049,Glasgow City,Local Authority,2008,Domestic,All,4764.8301285,GWh
S12000010,East Lothian,Local Authority,2016,Domestic,All,823.66680864,GWh
S12000019,Midlothian,Local Authority,2009,Domestic,Manufactured Fuels,5.5219535518,GWh
S12000005,Clackmannanshire,Local Authority,2008,Domestic,Electricity,99.15738,GWh
S12000005,Clackmannanshire,Local Authority,2016,Domestic,Bioenergy & Wastes,13.507836961,GWh
S12000018,Inverclyde,Local Authority,2009,Domestic,Manufactured Fuels,0.8433678487,GWh
S12000005,Clackmannanshire,Local Authority,2010,Domestic,All,462.66539405,GWh
S12000005,Clackmannanshire,Local Authority,2016,Domestic,Coal,2.9210050584,GWh
S12000018,Inverclyde,Local Authority,2009,Domestic,Petroleum Products,5.7882255419,GWh
S12000010,East Lothian,Local Authority,2017,Domestic,All,844.7234432,GWh
S12000006,Dumfries and Galloway,Local Authority,2006,Domestic,All,1569.1443476,GWh
S12000049,Glasgow City,Local Authority,2009,Domestic,All,4447.7885252,GWh
S12000018,Inverclyde,Local Authority,2010,Domestic,Coal,1.7274469892,GWh
S12000018,Inverclyde,Local Authority,2010,Domestic,Electricity,165.16816273,GWh
S12000010,East Lothian,Local Authority,2014,Domestic,All,818.9758009,GWh
S12000019,Midlothian,Local Authority,2009,Domestic,Gas,521.36416354,GWh
S12000018,Inverclyde,Local Authority,2010,Domestic,Bioenergy & Wastes,9.4533986195,GWh
S12000010,East Lothian,Local Authority,2015,Domestic,All,817.50049542,GWh
S12000006,Dumfries and Galloway,Local Authority,2017,Domestic,All,1327.6149255,GWh
S12000005,Clackmannanshire,Local Authority,2016,Domestic,Gas,295.1582032,GWh
S12000011,East Renfrewshire,Local Authority,2005,Domestic,All,1035.816987,GWh
S12000005,Clackmannanshire,Local Authority,2016,Domestic,Manufactured Fuels,1.7522259137,GWh
S12000005,Clackmannanshire,Local Authority,2008,Domestic,Coal,3.6173060444,GWh
S12000018,Inverclyde,Local Authority,2009,Domestic,Bioenergy & Wastes,7.3323388974,GWh
S12000018,Inverclyde,Local Authority,2008,Domestic,Petroleum Products,5.8630100821,GWh
S12000018,Inverclyde,Local Authority,2017,Domestic,Petroleum Products,5.007349998,GWh
S12000005,Clackmannanshire,Local Authority,2009,Domestic,All,465.3667643,GWh
S12000011,East Renfrewshire,Local Authority,2006,Domestic,All,1005.426139,GWh
S12000018,Inverclyde,Local Authority,2009,Domestic,Electricity,172.07843506,GWh
S12000019,Midlothian,Local Authority,2009,Domestic,Petroleum Products,37.391711588,GWh
S12000049,Glasgow City,Local Authority,2007,Domestic,All,4917.4294257,GWh
S12000018,Inverclyde,Local Authority,2009,Domestic,Gas,525.9347789,GWh
S12000018,Inverclyde,Local Authority,2009,Domestic,Coal,1.654054874,GWh
S12000019,Midlothian,Local Authority,2006,Domestic,Petroleum Products,41.852658762,GWh
S12000005,Clackmannanshire,Local Authority,2016,Domestic,Electricity,86.9315246,GWh
S12000010,East Lothian,Local Authority,2018,Domestic,All,844.27105069,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2005,Domestic,All,318.08884512,GWh
S12000018,Inverclyde,Local Authority,2005,Domestic,Bioenergy & Wastes,5.3557833675,GWh
S12000048,Perth and Kinross,Local Authority,2013,Domestic,All,1368.3253689,GWh
S12000019,Midlothian,Local Authority,2006,Domestic,Manufactured Fuels,6.4834205499,GWh
S12000005,Clackmannanshire,Local Authority,2018,Domestic,Petroleum Products,9.1718965396,GWh
S12000017,Highland,Local Authority,2018,Domestic,Petroleum Products,587.09196195,GWh
S12000005,Clackmannanshire,Local Authority,2007,Domestic,Electricity,101.78576,GWh
S12000048,Perth and Kinross,Local Authority,2012,Domestic,All,1384.6797428,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2006,Domestic,All,327.52404079,GWh
S12000019,Midlothian,Local Authority,2011,Domestic,Electricity,142.34970617,GWh
S12000005,Clackmannanshire,Local Authority,2018,Domestic,Gas,301.0379168,GWh
S12000005,Clackmannanshire,Local Authority,2011,Domestic,Electricity,95.378355825,GWh
S12000011,East Renfrewshire,Local Authority,2018,Domestic,All,834.58449816,GWh
S12000019,Midlothian,Local Authority,2011,Domestic,Coal,12.973228319,GWh
S12000018,Inverclyde,Local Authority,2005,Domestic,Electricity,198.84974,GWh
S12000042,Dundee City,Local Authority,2015,Domestic,Coal,3.0566421198,GWh
S12000005,Clackmannanshire,Local Authority,2018,Domestic,Manufactured Fuels,1.9599963521,GWh
S12000042,Dundee City,Local Authority,2015,Domestic,Bioenergy & Wastes,33.665095417,GWh
S12000018,Inverclyde,Local Authority,2005,Domestic,Coal,1.5031608458,GWh
S12000017,Highland,Local Authority,2018,Domestic,Bioenergy & Wastes,136.37728431,GWh
S12000048,Perth and Kinross,Local Authority,2011,Domestic,All,1366.8336405,GWh
S12000017,Highland,Local Authority,2018,Domestic,Coal,113.29502699,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2008,Domestic,All,314.79768934,GWh
S12000006,Dumfries and Galloway,Local Authority,2014,Domestic,All,1328.0013951,GWh
S12000017,Highland,Local Authority,2017,Domestic,Petroleum Products,585.30959584,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2009,Domestic,All,309.37155039,GWh
S12000019,Midlothian,Local Authority,2011,Domestic,Petroleum Products,32.763553785,GWh
S12000019,Midlothian,Local Authority,2011,Domestic,Manufactured Fuels,5.6070344799,GWh
S12000019,Midlothian,Local Authority,2011,Domestic,Gas,497.91541005,GWh
S12000006,Dumfries and Galloway,Local Authority,2005,Domestic,Bioenergy & Wastes,26.594578546,GWh
S12000017,Highland,Local Authority,2018,Domestic,Manufactured Fuels,59.030044984,GWh
S12000017,Highland,Local Authority,2018,Domestic,Gas,616.6128733,GWh
S12000013,Na h-Eileanan Siar,Local Authority,2007,Domestic,All,303.22016462,GWh
S12000006,Dumfries and Galloway,Local Authority,2005,Domestic,Coal,41.086461011,GWh
S12000017,Highland,Local Authority,2018,Domestic,Electricity,637.467181,GWh
S12000050,North Lanarkshire,Local Authority,2011,Domestic,All,2753.4617292,GWh
S12000048,Perth and Kinross,Local Authority,2016,Domestic,All,1317.429383,GWh
S12000019,Midlothian,Local Authority,2010,Domestic,Petroleum Products,42.328059307,GWh
S12000018,Inverclyde,Local Authority,2006,Domestic,Electricity,194.05818,GWh
S12000018,Inverclyde,Local Authority,2006,Domestic,Manufactured Fuels,1.487004194,GWh
S12000018,Inverclyde,Local Authority,2006,Domestic,Gas,581.06969,GWh
S12000005,Clackmannanshire,Local Authority,2018,Domestic,Bioenergy & Wastes,14.670887436,GWh
S12000011,East Renfrewshire,Local Authority,2014,Domestic,All,840.80413747,GWh
S12000005,Clackmannanshire,Local Authority,2006,Domestic,All,508.59027887,GWh
S12000048,Perth and Kinross,Local Authority,2017,Domestic,All,1336.2597456,GWh
S12000019,Midlothian,Local Authority,2010,Domestic,Manufactured Fuels,6.2415015588,GWh
S12000018,Inverclyde,Local Authority,2018,Domestic,Bioenergy & Wastes,15.39938025,GWh
S12000011,East Renfrewshire,Local Authority,2012,Domestic,All,859.4931454,GWh
S12000005,Clackmannanshire,Local Authority,2010,Domestic,Bioenergy & Wastes,9.0061901713,GWh
S12000005,Clackmannanshire,Local Authority,2017,Domestic,Petroleum Products,9.1321054948,GWh
S12000005,Clackmannanshire,Local Authority,2007,Domestic,Petroleum Products,11.029939695,GWh
S12000011,East Renfrewshire,Local Authority,2013,Domestic,All,846.56607912,GWh
S12000018,Inverclyde,Local Authority,2006,Domestic,Petroleum Products,6.3432997513,GWh
S12000005,Clackmannanshire,Local Authority,2007,Domestic,Gas,388.36059,GWh
S12000018,Inverclyde,Local Authority,2005,Domestic,Petroleum Products,6.0450361549,GWh
S12000005,Clackmannanshire,Local Authority,2018,Domestic,Electricity,83.35804795,GWh
S12000019,Midlothian,Local Authority,2011,Domestic,Bioenergy & Wastes,13.671811983,GWh
S12000048,Perth and Kinross,Local Authority,2014,Domestic,All,1333.3654226,GWh
S12000018,Inverclyde,Local Authority,2005,Domestic,Gas,601.81761,GWh
S12000018,Inverclyde,Local Authority,2018,Domestic,Coal,1.2570863859999999,GWh
S12000011,East Renfrewshire,Local Authority,2017,Domestic,All,839.33796931,GWh
S12000018,Inverclyde,Local Authority,2005,Domestic,Manufactured Fuels,1.5715334414,GWh
S12000011,East Renfrewshire,Local Authority,2015,Domestic,All,831.28556849,GWh
S12000005,Clackmannanshire,Local Authority,2005,Domestic,All,523.52529893,GWh
S12000018,Inverclyde,Local Authority,2006,Domestic,Bioenergy & Wastes,5.5938973017,GWh
S12000018,Inverclyde,Local Authority,2006,Domestic,Coal,1.3600536144,GWh
S12000006,Dumfries and Galloway,Local Authority,2015,Domestic,All,1322.034272,GWh
S12000011,East Renfrewshire,Local Authority,2016,Domestic,All,826.84278051,GWh
S12000005,Clackmannanshire,Local Authority,2018,Domestic,Coal,2.7537497602,GWh
S12000048,Perth and Kinross,Local Authority,2015,Domestic,All,1318.8999392,GWh
S12000005,Clackmannanshire,Local Authority,2007,Domestic,Manufactured Fuels,2.0647871413,GWh
S12000005,Clackmannanshire,Local Authority,2016,Domestic,All,409.55140349,GWh
S12000018,Inverclyde,Local Authority,2014,Domestic,Petroleum Products,5.0453248788,GWh
S12000018,Inverclyde,Local Authority,2017,Domestic,Bioenergy & Wastes,14.093775981,GWh
S12000008,East Ayrshire,Local Authority,2005,Domestic,All,1290.2352779,GWh
S12000008,East Ayrshire,Local Authority,2013,Domestic,All,1040.0558765,GWh
S12000018,Inverclyde,Local Authority,2014,Domestic,Gas,465.8454,GWh
S12000050,North Lanarkshire,Local Authority,2018,Domestic,All,2628.9429852,GWh
S12000019,Midlothian,Local Authority,2008,Domestic,Bioenergy & Wastes,11.204168097,GWh
S12000018,Inverclyde,Local Authority,2014,Domestic,Manufactured Fuels,1.0963779986,GWh
S12000005,Clackmannanshire,Local Authority,2013,Domestic,Electricity,90.437875534,GWh
S12000018,Inverclyde,Local Authority,2015,Domestic,Coal,1.3404148592,GWh
S12000019,Midlothian,Local Authority,2007,Domestic,Petroleum Products,36.084707346,GWh
S12000005,Clackmannanshire,Local Authority,2009,Domestic,Electricity,96.913327864,GWh
S12000005,Clackmannanshire,Local Authority,2017,Domestic,All,419.86926146,GWh
S12000005,Clackmannanshire,Local Authority,2013,Domestic,Bioenergy & Wastes,11.714424159,GWh
S12000005,Clackmannanshire,Local Authority,2013,Domestic,Coal,3.4138831093,GWh
S12000049,Glasgow City,Local Authority,2018,Domestic,All,3954.4441609,GWh
S12000018,Inverclyde,Local Authority,2015,Domestic,Bioenergy & Wastes,13.194670102,GWh
S12000008,East Ayrshire,Local Authority,2012,Domestic,All,1053.2796923,GWh
S12000005,Clackmannanshire,Local Authority,2013,Domestic,Petroleum Products,10.36838438,GWh
S12000008,East Ayrshire,Local Authority,2016,Domestic,All,1000.3154145,GWh
S12000019,Midlothian,Local Authority,2008,Domestic,Coal,12.567929378,GWh
S12000049,Glasgow City,Local Authority,2017,Domestic,All,3960.6434568,GWh
S12000006,Dumfries and Galloway,Local Authority,2005,Domestic,All,1610.1092163,GWh
S12000008,East Ayrshire,Local Authority,2017,Domestic,All,1017.4512012,GWh
S12000018,Inverclyde,Local Authority,2013,Domestic,Manufactured Fuels,1.0493851693,GWh
S12000018,Inverclyde,Local Authority,2013,Domestic,Petroleum Products,5.3472244784,GWh
S12000049,Glasgow City,Local Authority,2016,Domestic,All,3890.382672,GWh
S12000005,Clackmannanshire,Local Authority,2013,Domestic,Manufactured Fuels,1.9485941024,GWh
S12000008,East Ayrshire,Local Authority,2014,Domestic,All,1019.0626046,GWh
S12000005,Clackmannanshire,Local Authority,2009,Domestic,Coal,3.6186106397,GWh
S12000005,Clackmannanshire,Local Authority,2013,Domestic,Gas,308.85525115,GWh
S12000018,Inverclyde,Local Authority,2014,Domestic,Electricity,153.3543784,GWh
S12000005,Clackmannanshire,Local Authority,2015,Domestic,All,412.84869653,GWh
S12000018,Inverclyde,Local Authority,2014,Domestic,Bioenergy & Wastes,11.679864858,GWh
S12000018,Inverclyde,Local Authority,2014,Domestic,Coal,1.3315695813,GWh
S12000008,East Ayrshire,Local Authority,2015,Domestic,All,1006.3266033,GWh
S12000005,Clackmannanshire,Local Authority,2018,Domestic,All,412.95249484,GWh
S12000008,East Ayrshire,Local Authority,2007,Domestic,All,1250.0009993,GWh
S12000005,Clackmannanshire,Local Authority,2009,Domestic,Manufactured Fuels,1.659439122,GWh
S12000050,North Lanarkshire,Local Authority,2017,Domestic,All,2651.6137816,GWh
S12000018,Inverclyde,Local Authority,2016,Domestic,Electricity,140.538568,GWh
S12000008,East Ayrshire,Local Authority,2008,Domestic,All,1226.2121351,GWh
S12000005,Clackmannanshire,Local Authority,2012,Domestic,Gas,320.25518013,GWh
S12000008,East Ayrshire,Local Authority,2006,Domestic,All,1263.0739783,GWh
S12000018,Inverclyde,Local Authority,2016,Domestic,Coal,1.3343422547,GWh
S12000005,Clackmannanshire,Local Authority,2009,Domestic,Petroleum Products,11.428282674,GWh
S12000005,Clackmannanshire,Local Authority,2012,Domestic,Coal,3.5645237197,GWh
S12000019,Midlothian,Local Authority,2007,Domestic,Coal,11.877758216,GWh
S12000050,North Lanarkshire,Local Authority,2008,Domestic,All,3087.1583387,GWh
S12000018,Inverclyde,Local Authority,2016,Domestic,Petroleum Products,5.0611078704,GWh
S12000050,North Lanarkshire,Local Authority,2007,Domestic,All,3195.7800201,GWh
S12000005,Clackmannanshire,Local Authority,2012,Domestic,Electricity,92.52925548,GWh
S12000018,Inverclyde,Local Authority,2016,Domestic,Manufactured Fuels,1.0884145654,GWh
S12000018,Inverclyde,Local Authority,2016,Domestic,Gas,463.3541685,GWh
S12000018,Inverclyde,Local Authority,2015,Domestic,Gas,463.0792072,GWh
S12000050,North Lanarkshire,Local Authority,2006,Domestic,All,3175.5300577,GWh
S12000019,Midlothian,Local Authority,2007,Domestic,Bioenergy & Wastes,9.4410260323,GWh
S12000018,Inverclyde,Local Authority,2015,Domestic,Manufactured Fuels,1.1226496103,GWh
S12000005,Clackmannanshire,Local Authority,2012,Domestic,Bioenergy & Wastes,9.9506763227,GWh
S12000050,North Lanarkshire,Local Authority,2005,Domestic,All,3260.3700623,GWh
S12000008,East Ayrshire,Local Authority,2011,Domestic,All,1072.8812534,GWh
S12000018,Inverclyde,Local Authority,2015,Domestic,Electricity,151.481125,GWh
S12000019,Midlothian,Local Authority,2007,Domestic,Manufactured Fuels,5.8877735736,GWh
S12000005,Clackmannanshire,Local Authority,2009,Domestic,Gas,344.76163337,GWh
S12000019,Midlothian,Local Authority,2007,Domestic,Electricity,146.71245,GWh
S12000008,East Ayrshire,Local Authority,2009,Domestic,All,1149.0481027,GWh
S12000018,Inverclyde,Local Authority,2016,Domestic,Bioenergy & Wastes,14.17857772,GWh
S12000005,Clackmannanshire,Local Authority,2012,Domestic,Manufactured Fuels,1.7722726145,GWh
S12000018,Inverclyde,Local Authority,2015,Domestic,Petroleum Products,5.0903058227,GWh
S12000008,East Ayrshire,Local Authority,2010,Domestic,All,1127.6753971,GWh
S12000005,Clackmannanshire,Local Authority,2012,Domestic,Petroleum Products,10.106607816,GWh
S12000019,Midlothian,Local Authority,2007,Domestic,Gas,601.99206,GWh
S12000019,Midlothian,Local Authority,2009,Domestic,Bioenergy & Wastes,12.206014804,GWh
S12000005,Clackmannanshire,Local Authority,2015,Domestic,Coal,2.9364017828,GWh
S12000005,Clackmannanshire,Local Authority,2011,Domestic,Petroleum Products,10.130351496,GWh
S12000005,Clackmannanshire,Local Authority,2012,Domestic,All,438.17851608,GWh
S12000018,Inverclyde,Local Authority,2011,Domestic,Gas,496.31565947,GWh
S12000019,Midlothian,Local Authority,2009,Domestic,Coal,12.581287096,GWh
S12000010,East Lothian,Local Authority,2011,Domestic,All,841.03405843,GWh
S12000018,Inverclyde,Local Authority,2011,Domestic,Coal,1.706996832,GWh
S12000018,Inverclyde,Local Authority,2011,Domestic,Electricity,162.61333211,GWh
S12000049,Glasgow City,Local Authority,2011,Domestic,All,4215.9796887,GWh
S12000005,Clackmannanshire,Local Authority,2013,Domestic,All,426.73841243,GWh
S12000049,Glasgow City,Local Authority,2012,Domestic,All,4149.8592831,GWh
S12000018,Inverclyde,Local Authority,2011,Domestic,Petroleum Products,5.2363190422,GWh
S12000010,East Lothian,Local Authority,2009,Domestic,All,887.90949519,GWh
S12000050,North Lanarkshire,Local Authority,2016,Domestic,All,2603.1947855,GWh
S12000018,Inverclyde,Local Authority,2011,Domestic,Manufactured Fuels,0.9116061061,GWh
S12000005,Clackmannanshire,Local Authority,2008,Domestic,Petroleum Products,11.726103237,GWh
S12000005,Clackmannanshire,Local Authority,2015,Domestic,Bioenergy & Wastes,12.570474685,GWh
S12000010,East Lothian,Local Authority,2010,Domestic,All,900.90626687,GWh
S12000018,Inverclyde,Local Authority,2010,Domestic,Manufactured Fuels,0.901108275,GWh
S12000005,Clackmannanshire,Local Authority,2015,Domestic,Manufactured Fuels,1.7802852658,GWh
S12000018,Inverclyde,Local Authority,2010,Domestic,Gas,513.40742795,GWh
S12000005,Clackmannanshire,Local Authority,2011,Domestic,All,439.47320803,GWh
S12000005,Clackmannanshire,Local Authority,2008,Domestic,Gas,368.14765,GWh
S12000018,Inverclyde,Local Authority,2017,Domestic,Manufactured Fuels,1.2465128668,GWh
S12000019,Midlothian,Local Authority,2009,Domestic,Electricity,143.09631421,GWh
S12000049,Glasgow City,Local Authority,2010,Domestic,All,4404.9503936,GWh
S12000005,Clackmannanshire,Local Authority,2015,Domestic,Petroleum Products,9.2864463525,GWh
S12000018,Inverclyde,Local Authority,2017,Domestic,Gas,479.6185025,GWh
S12000010,East Lothian,Local Authority,2012,Domestic,All,849.67276482,GWh
S12000005,Clackmannanshire,Local Authority,2008,Domestic,Manufactured Fuels,2.4312144817,GWh
S12000005,Clackmannanshire,Local Authority,2015,Domestic,Electricity,90.54494624,GWh
S12000018,Inverclyde,Local Authority,2011,Domestic,Bioenergy & Wastes,8.212865573,GWh
S12000005,Clackmannanshire,Local Authority,2015,Domestic,Gas,295.7301422,GWh
S12000018,Inverclyde,Local Authority,2010,Domestic,Petroleum Products,6.2582317906,GWh
S12000010,East Lothian,Local Authority,2013,Domestic,All,833.76695796,GWh
S12000050,North Lanarkshire,Local Authority,2010,Domestic,All,2869.0432936,GWh
S12000018,Inverclyde,Local Authority,2013,Domestic,Bioenergy & Wastes,12.296111797,GWh
S12000049,Glasgow City,Local Authority,2014,Domestic,All,3979.7690668,GWh
S12000018,Inverclyde,Local Authority,2013,Domestic,Coal,1.5574390909,GWh
S12000005,Clackmannanshire,Local Authority,2009,Domestic,Bioenergy & Wastes,6.9854706352000004,GWh
S12000010,East Lothian,Local Authority,2006,Domestic,All,968.03056224,GWh
