area_code,reference_area,area_type,year,business_demography,measure_type,value,units
S12000027,Shetland Islands,Local Authority,2010,De-Registrations,Ratio,19,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2010,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2010,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2010,De-Registrations,Ratio,46,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2010,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2017,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2017,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2017,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2017,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2017,De-Registrations,Ratio,41,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2017,De-Registrations,Ratio,41,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2017,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2017,De-Registrations,Ratio,44,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2017,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2017,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2017,De-Registrations,Ratio,47,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2017,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2017,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2005,Registrations,Ratio,31,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2006,Registrations,Ratio,29,"Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2017,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2004,Registrations,Ratio,27,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2008,Registrations,Ratio,30,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2009,Registrations,Ratio,28,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2007,Registrations,Ratio,35,"Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2017,De-Registrations,Ratio,48,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2017,De-Registrations,Ratio,45,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2017,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2017,De-Registrations,Ratio,57,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2017,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2017,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2017,Registrations,Ratio,48,"Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2017,Registrations,Ratio,42,"Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2017,Registrations,Ratio,44,"Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2017,Registrations,Ratio,34,"Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2017,Registrations,Ratio,48,"Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2017,Registrations,Ratio,35,"Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2017,Registrations,Ratio,44,"Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2017,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2017,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2017,Registrations,Ratio,38,"Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2017,Registrations,Ratio,41,"Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2017,Registrations,Ratio,43,"Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2017,Registrations,Ratio,36,"Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2017,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2017,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2017,De-Registrations,Ratio,57,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2017,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2017,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2017,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2017,De-Registrations,Ratio,84,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2017,Registrations,Ratio,42,"Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2017,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2017,De-Registrations,Ratio,43,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2017,De-Registrations,Ratio,56,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2015,Registrations,Ratio,63,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2016,Registrations,Ratio,64,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2013,Registrations,Ratio,57,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2014,Registrations,Ratio,57,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2005,De-Registrations,Ratio,41,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2006,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2004,De-Registrations,Ratio,46,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2008,Registrations,Ratio,43,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2009,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2007,Registrations,Ratio,46,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2011,Registrations,Ratio,45,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2012,Registrations,Ratio,46,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2010,Registrations,Ratio,44,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2014,De-Registrations,Ratio,47,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2015,De-Registrations,Ratio,53,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2013,De-Registrations,Ratio,43,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2017,Registrations,Ratio,59,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2017,De-Registrations,Ratio,56,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2016,De-Registrations,Ratio,55,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2008,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2009,De-Registrations,Ratio,46,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2007,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2011,De-Registrations,Ratio,42,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2012,De-Registrations,Ratio,53,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2010,De-Registrations,Ratio,46,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2005,De-Registrations,Ratio,23,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2006,De-Registrations,Ratio,21,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2016,Registrations,Ratio,46,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2004,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2008,De-Registrations,Ratio,24,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2009,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2007,De-Registrations,Ratio,19,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2011,Registrations,Ratio,30,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2012,Registrations,Ratio,31,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2010,Registrations,Ratio,29,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2014,Registrations,Ratio,41,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2015,Registrations,Ratio,44,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2013,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2017,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2017,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2016,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2005,Registrations,Ratio,46,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2006,Registrations,Ratio,39,"Registrations Per 10,000 Adults"
S12000049,Glasgow City,Local Authority,2004,Registrations,Ratio,38,"Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2011,De-Registrations,Ratio,23,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2012,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2010,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2014,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2015,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000050,North Lanarkshire,Local Authority,2013,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2015,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2015,De-Registrations,Ratio,44,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2015,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2015,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2015,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2015,De-Registrations,Ratio,45,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2015,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2015,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2015,De-Registrations,Ratio,54,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2015,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2015,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2015,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2015,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2015,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2015,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2015,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2015,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2015,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2015,De-Registrations,Ratio,46,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2015,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2015,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2015,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2015,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2015,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2015,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2015,De-Registrations,Ratio,44,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2014,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2014,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2014,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2014,De-Registrations,Ratio,24,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2014,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2014,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2014,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2014,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2014,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2014,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2014,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2014,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2014,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2014,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2014,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2014,De-Registrations,Ratio,41,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2015,De-Registrations,Ratio,63,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2015,De-Registrations,Ratio,48,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2014,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2014,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2014,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2014,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2014,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2014,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2017,Registrations,Ratio,100,"Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2016,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2016,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2017,Registrations,Ratio,38,"Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2017,Registrations,Ratio,37,"Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2017,Registrations,Ratio,53,"Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2016,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2016,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2016,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2016,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2016,De-Registrations,Ratio,45,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2016,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2017,Registrations,Ratio,44,"Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2017,Registrations,Ratio,36,"Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2017,Registrations,Ratio,42,"Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2017,Registrations,Ratio,46,"Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2017,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2017,Registrations,Ratio,44,"Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2017,Registrations,Ratio,35,"Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2017,Registrations,Ratio,28,"Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2017,Registrations,Ratio,61,"Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2017,Registrations,Ratio,42,"Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2017,Registrations,Ratio,42,"Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2017,Registrations,Ratio,37,"Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2016,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2016,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2016,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2016,De-Registrations,Ratio,52,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2016,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2016,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2016,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2015,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2015,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2016,De-Registrations,Ratio,57,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2016,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2016,De-Registrations,Ratio,77,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2016,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2016,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2016,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2016,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2016,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2016,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2016,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2016,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2016,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2016,De-Registrations,Ratio,47,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2016,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2016,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2009,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2009,Registrations,Ratio,24,"Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2009,Registrations,Ratio,28,"Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2009,Registrations,Ratio,29,"Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2009,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2009,Registrations,Ratio,38,"Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2009,Registrations,Ratio,37,"Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2009,Registrations,Ratio,26,"Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2009,Registrations,Ratio,23,"Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2009,Registrations,Ratio,27,"Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2009,Registrations,Ratio,25,"Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2009,Registrations,Ratio,25,"Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2009,Registrations,Ratio,27,"Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2009,Registrations,Ratio,36,"Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2009,Registrations,Ratio,27,"Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2009,Registrations,Ratio,32,"Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2009,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2010,Registrations,Ratio,43,"Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2010,Registrations,Ratio,29,"Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2010,Registrations,Ratio,55,"Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2010,Registrations,Ratio,27,"Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2010,Registrations,Ratio,25,"Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2010,Registrations,Ratio,36,"Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2010,Registrations,Ratio,52,"Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2009,Registrations,Ratio,25,"Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2009,Registrations,Ratio,34,"Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2009,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2009,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2009,Registrations,Ratio,22,"Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2009,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2009,Registrations,Ratio,34,"Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2009,Registrations,Ratio,42,"Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2008,Registrations,Ratio,46,"Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2008,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2008,Registrations,Ratio,26,"Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2008,Registrations,Ratio,37,"Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2008,Registrations,Ratio,32,"Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2008,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2008,Registrations,Ratio,30,"Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2008,Registrations,Ratio,25,"Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2008,Registrations,Ratio,32,"Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2008,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2008,Registrations,Ratio,30,"Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2008,Registrations,Ratio,37,"Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2008,Registrations,Ratio,47,"Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2008,Registrations,Ratio,36,"Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2008,Registrations,Ratio,35,"Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2008,Registrations,Ratio,27,"Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2008,Registrations,Ratio,29,"Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2009,Registrations,Ratio,43,"Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2008,Registrations,Ratio,24,"Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2008,Registrations,Ratio,37,"Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2009,Registrations,Ratio,33,"Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2009,Registrations,Ratio,44,"Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2009,Registrations,Ratio,41,"Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2009,Registrations,Ratio,28,"Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2008,Registrations,Ratio,34,"Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2008,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2008,Registrations,Ratio,32,"Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2008,Registrations,Ratio,40,"Registrations Per 10,000 Adults"
