area_code,reference_area,area_type,year,gender,working_pattern,population_group,measure_type,value,units
S12000040,West Lothian,Local Authority,2008,Male,All Patterns,Residence Based,Median,451.3,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2007,Male,All Patterns,Residence Based,Mean,423.4,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2019,Male,Part Time,Workplace Based,Mean,239.9,Pounds (GBP)
S12000020,Moray,Local Authority,2005,Male,All Patterns,Residence Based,Median,381.9,Pounds (GBP)
S12000047,Fife,Local Authority,2007,Male,All Patterns,Residence Based,Mean,522,Pounds (GBP)
S12000019,Midlothian,Local Authority,2004,Male,All Patterns,Residence Based,Median,392.5,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2015,Male,Part Time,Workplace Based,Median,166.2,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2007,Male,Full Time,Residence Based,Mean,659.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2007,Male,Full Time,Residence Based,Median,549.5,Pounds (GBP)
S12000030,Stirling,Local Authority,2007,Male,Part Time,Workplace Based,Mean,122.2,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2015,Male,Part Time,Workplace Based,Mean,194.4,Pounds (GBP)
S12000010,East Lothian,Local Authority,2009,Male,All Patterns,Residence Based,Median,476.2,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2012,Male,Full Time,Residence Based,Mean,559.7,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2007,Male,Full Time,Residence Based,Mean,604.3,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2019,Male,Part Time,Workplace Based,Median,168.7,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2016,Male,Part Time,Workplace Based,Mean,234.2,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2007,Male,Part Time,Workplace Based,Mean,99.1,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2002,Male,All Patterns,Residence Based,Median,354.3,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,Male,Full Time,Residence Based,Mean,766.5,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2008,Male,All Patterns,Residence Based,Median,480.8,Pounds (GBP)
S12000010,East Lothian,Local Authority,2008,Male,All Patterns,Residence Based,Median,471.1,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2019,Male,Part Time,Workplace Based,Mean,216,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2003,Male,All Patterns,Residence Based,Mean,450.9,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2002,Male,All Patterns,Residence Based,Mean,406,Pounds (GBP)
S12000042,Dundee City,Local Authority,2008,Male,Full Time,Residence Based,Mean,544.4,Pounds (GBP)
S12000047,Fife,Local Authority,2011,Male,Part Time,Workplace Based,Mean,148.7,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2010,Male,All Patterns,Residence Based,Median,499.4,Pounds (GBP)
S12000047,Fife,Local Authority,2011,Male,Part Time,Workplace Based,Median,136,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2009,Male,All Patterns,Residence Based,Median,509.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2009,Male,Full Time,Residence Based,Median,470.9,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2009,Male,Full Time,Residence Based,Mean,576.1,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2008,Male,Full Time,Residence Based,Median,480.1,Pounds (GBP)
S12000017,Highland,Local Authority,2011,Male,Part Time,Workplace Based,Median,152.5,Pounds (GBP)
S12000042,Dundee City,Local Authority,2011,Male,Part Time,Workplace Based,Mean,178.3,Pounds (GBP)
S12000010,East Lothian,Local Authority,2004,Male,All Patterns,Residence Based,Median,375,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2009,Male,Full Time,Residence Based,Mean,536.5,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2010,Male,All Patterns,Residence Based,Mean,522.3,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2005,Male,All Patterns,Residence Based,Median,420.5,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2010,Male,All Patterns,Residence Based,Mean,591.3,Pounds (GBP)
S12000019,Midlothian,Local Authority,2011,Male,Part Time,Workplace Based,Mean,128.6,Pounds (GBP)
S12000042,Dundee City,Local Authority,2009,Male,Full Time,Residence Based,Mean,540.7,Pounds (GBP)
S12000020,Moray,Local Authority,2011,Male,Part Time,Workplace Based,Mean,140,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2010,Male,All Patterns,Residence Based,Mean,596.8,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2010,Male,All Patterns,Residence Based,Mean,675.7,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2010,Male,All Patterns,Residence Based,Mean,565.6,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2007,Male,Full Time,Residence Based,Mean,520.2,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2009,Male,All Patterns,Residence Based,Mean,675.7,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2009,Male,Full Time,Residence Based,Median,484.2,Pounds (GBP)
S12000042,Dundee City,Local Authority,2009,Male,Full Time,Residence Based,Median,454.4,Pounds (GBP)
S12000017,Highland,Local Authority,2011,Male,Part Time,Workplace Based,Mean,221.3,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2010,Male,All Patterns,Residence Based,Median,489.5,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2007,Male,All Patterns,Residence Based,Mean,547.2,Pounds (GBP)
S12000041,Angus,Local Authority,2011,Male,Part Time,Workplace Based,Mean,173.4,Pounds (GBP)
S12000040,West Lothian,Local Authority,2010,Male,Part Time,Workplace Based,Mean,177.9,Pounds (GBP)
S12000047,Fife,Local Authority,2008,Male,Full Time,Residence Based,Mean,593.9,Pounds (GBP)
S12000041,Angus,Local Authority,2011,Male,Part Time,Workplace Based,Median,148.3,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2007,Male,All Patterns,Residence Based,Median,468.1,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2011,Male,Part Time,Workplace Based,Mean,176.7,Pounds (GBP)
S12000047,Fife,Local Authority,2002,Male,All Patterns,Residence Based,Mean,448.4,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2008,Male,Full Time,Residence Based,Mean,597.5,Pounds (GBP)
S12000040,West Lothian,Local Authority,2010,Male,Part Time,Workplace Based,Median,158,Pounds (GBP)
S12000019,Midlothian,Local Authority,2007,Male,Full Time,Residence Based,Median,471.3,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2011,Male,Part Time,Workplace Based,Mean,198.6,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2005,Male,All Patterns,Residence Based,Median,416.6,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2008,Male,Full Time,Residence Based,Mean,599.1,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2011,Male,Part Time,Workplace Based,Mean,202.4,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2011,Male,Part Time,Workplace Based,Median,176.5,Pounds (GBP)
S12000042,Dundee City,Local Authority,2006,Male,All Patterns,Residence Based,Mean,434.5,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2008,Male,Full Time,Residence Based,Mean,504.2,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2008,Male,Full Time,Residence Based,Median,504.3,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2011,Male,Part Time,Workplace Based,Mean,198,Pounds (GBP)
S12000042,Dundee City,Local Authority,2011,Male,Part Time,Workplace Based,Median,153.9,Pounds (GBP)
S12000047,Fife,Local Authority,2002,Male,All Patterns,Residence Based,Median,381.6,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2011,Male,Part Time,Workplace Based,Median,142.9,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2011,Male,Part Time,Workplace Based,Mean,213.4,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2005,Male,All Patterns,Residence Based,Mean,468.6,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2009,Male,Full Time,Residence Based,Median,481,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2017,Male,Full Time,Residence Based,Mean,653.1,Pounds (GBP)
S12000017,Highland,Local Authority,2008,Male,Part Time,Workplace Based,Median,129.5,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2009,Male,Full Time,Residence Based,Mean,539,Pounds (GBP)
S12000041,Angus,Local Authority,2009,Male,All Patterns,Residence Based,Median,490.3,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2017,Male,Full Time,Residence Based,Median,570.7,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2008,Male,Full Time,Residence Based,Median,598.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,Male,Part Time,Workplace Based,Mean,171.6,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2008,Male,Full Time,Residence Based,Mean,758.1,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,Male,Full Time,Residence Based,Median,580,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2007,Male,Full Time,Residence Based,Median,467.3,Pounds (GBP)
S12000017,Highland,Local Authority,2008,Male,Part Time,Workplace Based,Mean,135.7,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2011,Male,Part Time,Workplace Based,Median,142.8,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2010,Male,All Patterns,Residence Based,Median,448.6,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2009,Male,Full Time,Residence Based,Median,536.3,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2010,Male,All Patterns,Residence Based,Median,486.1,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2009,Male,Full Time,Residence Based,Mean,567.9,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2008,Male,Part Time,Workplace Based,Median,110.2,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2016,Male,Full Time,Residence Based,Mean,628.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2008,Male,Part Time,Workplace Based,Mean,163.2,Pounds (GBP)
S12000014,Falkirk,Local Authority,2008,Male,Part Time,Workplace Based,Mean,134.6,Pounds (GBP)
S12000042,Dundee City,Local Authority,2007,Male,Full Time,Residence Based,Median,432.7,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2008,Male,Part Time,Workplace Based,Mean,140.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2007,Male,All Patterns,Residence Based,Median,480.9,Pounds (GBP)
S12000017,Highland,Local Authority,2002,Male,All Patterns,Residence Based,Mean,414.1,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2018,Male,Full Time,Residence Based,Median,579.2,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2008,Male,Part Time,Workplace Based,Mean,198.6,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2008,Male,Full Time,Residence Based,Median,492.3,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2008,Male,All Patterns,Residence Based,Mean,479.8,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2008,Male,All Patterns,Residence Based,Mean,523,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2009,Male,All Patterns,Residence Based,Median,561.9,Pounds (GBP)
S12000042,Dundee City,Local Authority,2007,Male,Full Time,Residence Based,Mean,490.3,Pounds (GBP)
S12000042,Dundee City,Local Authority,2008,Male,Full Time,Residence Based,Median,469.7,Pounds (GBP)
S12000041,Angus,Local Authority,2008,Male,Part Time,Workplace Based,Mean,147.4,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2008,Male,Part Time,Workplace Based,Mean,168,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2018,Male,Full Time,Residence Based,Mean,647.1,Pounds (GBP)
S12000042,Dundee City,Local Authority,2008,Male,Part Time,Workplace Based,Mean,149.5,Pounds (GBP)
S12000010,East Lothian,Local Authority,2009,Male,All Patterns,Residence Based,Mean,536.7,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,Male,Part Time,Workplace Based,Median,189.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2008,Male,Part Time,Workplace Based,Mean,164.1,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2009,Male,All Patterns,Residence Based,Median,479.1,Pounds (GBP)
S12000017,Highland,Local Authority,2002,Male,All Patterns,Residence Based,Median,352.5,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2008,Male,Part Time,Workplace Based,Mean,134.5,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2007,Male,Full Time,Residence Based,Median,504,Pounds (GBP)
S12000042,Dundee City,Local Authority,2015,Male,All Patterns,Residence Based,Mean,518.9,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2016,Male,Full Time,Workplace Based,Median,654.6,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2014,Male,All Patterns,Residence Based,Mean,467.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2014,Male,All Patterns,Residence Based,Mean,579,Pounds (GBP)
S12000019,Midlothian,Local Authority,2016,Male,Full Time,Workplace Based,Mean,624.6,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2018,Male,All Patterns,Residence Based,Median,743.8,Pounds (GBP)
S12000042,Dundee City,Local Authority,2015,Male,All Patterns,Residence Based,Median,462.2,Pounds (GBP)
S12000019,Midlothian,Local Authority,2016,Male,Full Time,Workplace Based,Median,572.7,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2014,Male,All Patterns,Residence Based,Median,525,Pounds (GBP)
S12000020,Moray,Local Authority,2014,Male,All Patterns,Residence Based,Median,418.7,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2016,Male,Full Time,Workplace Based,Median,460.6,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2014,Male,All Patterns,Residence Based,Median,502.1,Pounds (GBP)
S12000010,East Lothian,Local Authority,2016,Male,Full Time,Workplace Based,Median,548.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2016,Male,Full Time,Workplace Based,Mean,619.4,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2014,Male,All Patterns,Residence Based,Median,543.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2015,Male,All Patterns,Residence Based,Median,428,Pounds (GBP)
S12000020,Moray,Local Authority,2016,Male,Full Time,Workplace Based,Median,517.8,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2004,Male,Full Time,Workplace Based,Median,396.1,Pounds (GBP)
S12000040,West Lothian,Local Authority,2017,Male,All Patterns,Residence Based,Median,533.3,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2015,Male,All Patterns,Residence Based,Mean,701.3,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2015,Male,All Patterns,Residence Based,Median,615.9,Pounds (GBP)
S12000010,East Lothian,Local Authority,2015,Male,All Patterns,Residence Based,Mean,554,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2014,Male,All Patterns,Residence Based,Mean,598.6,Pounds (GBP)
S12000040,West Lothian,Local Authority,2017,Male,All Patterns,Residence Based,Mean,620.4,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2015,Male,All Patterns,Residence Based,Mean,512.8,Pounds (GBP)
S12000014,Falkirk,Local Authority,2014,Male,All Patterns,Residence Based,Median,516.6,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2015,Male,Full Time,Workplace Based,Mean,610.7,Pounds (GBP)
S12000019,Midlothian,Local Authority,2018,Male,All Patterns,Residence Based,Median,528.4,Pounds (GBP)
S12000040,West Lothian,Local Authority,2018,Male,All Patterns,Residence Based,Median,545.5,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,1999,Male,Full Time,Workplace Based,Median,359.8,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2014,Male,All Patterns,Residence Based,Mean,602,Pounds (GBP)
S12000010,East Lothian,Local Authority,2014,Male,All Patterns,Residence Based,Median,479.2,Pounds (GBP)
S12000017,Highland,Local Authority,2014,Male,All Patterns,Residence Based,Mean,555.6,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2015,Male,All Patterns,Residence Based,Median,485.7,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,1998,Male,Full Time,Workplace Based,Mean,397.8,Pounds (GBP)
S12000047,Fife,Local Authority,2018,Male,All Patterns,Residence Based,Mean,599.9,Pounds (GBP)
S12000017,Highland,Local Authority,2014,Male,All Patterns,Residence Based,Median,471.4,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2015,Male,All Patterns,Residence Based,Mean,571.7,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2015,Male,All Patterns,Residence Based,Median,527.5,Pounds (GBP)
S12000040,West Lothian,Local Authority,2014,Male,All Patterns,Residence Based,Median,482.6,Pounds (GBP)
S12000047,Fife,Local Authority,2014,Male,All Patterns,Residence Based,Mean,570.8,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2016,Male,Full Time,Residence Based,Median,557,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2016,Male,Full Time,Residence Based,Mean,629.3,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2004,Male,Full Time,Workplace Based,Mean,474.3,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2014,Male,All Patterns,Residence Based,Mean,467,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,1998,Male,Full Time,Workplace Based,Median,343.8,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2018,Male,Full Time,Workplace Based,Median,622.4,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2018,Male,Full Time,Residence Based,Median,592.6,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2017,Male,Full Time,Workplace Based,Median,558.7,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2014,Male,All Patterns,Residence Based,Median,519.5,Pounds (GBP)
S12000047,Fife,Local Authority,2018,Male,All Patterns,Residence Based,Median,522.7,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2018,Male,Full Time,Workplace Based,Mean,684.8,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2005,Male,Full Time,Workplace Based,Mean,490.6,Pounds (GBP)
S12000017,Highland,Local Authority,2016,Male,Full Time,Workplace Based,Median,546,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2007,Male,Full Time,Residence Based,Median,456.3,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2005,Male,Full Time,Workplace Based,Median,424.9,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2016,Male,Full Time,Workplace Based,Median,539,Pounds (GBP)
S12000041,Angus,Local Authority,2016,Male,Full Time,Workplace Based,Median,485.3,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2016,Male,Full Time,Workplace Based,Mean,600.8,Pounds (GBP)
