FeatureCode,DateCode,Measurement,Units,Value,Business Demography
S12000026,2011,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000027,2011,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000048,2011,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000038,2011,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000010,2011,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000011,2011,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000008,2011,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000045,2011,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000017,2011,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000018,2011,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000014,2011,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000047,2011,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000036,2012,Ratio,"Registrations Per 10,000 Adults",52,Registrations
S12000005,2012,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000041,2012,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000035,2012,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000008,2012,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000045,2012,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000006,2012,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000042,2012,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000030,2011,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000039,2011,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000028,2011,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000029,2011,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000033,2012,Ratio,"Registrations Per 10,000 Adults",67,Registrations
S12000034,2012,Ratio,"Registrations Per 10,000 Adults",58,Registrations
S12000040,2011,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S92000003,2012,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000020,2010,Ratio,"Registrations Per 10,000 Adults",26,Registrations
S12000013,2010,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000018,2010,Ratio,"Registrations Per 10,000 Adults",21,Registrations
S12000019,2010,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000048,2010,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000038,2010,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000021,2010,Ratio,"Registrations Per 10,000 Adults",26,Registrations
S12000023,2010,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000045,2010,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000010,2010,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000042,2010,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000008,2010,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000047,2010,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000017,2010,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000011,2010,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000014,2010,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000041,2011,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000035,2011,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000033,2011,Ratio,"Registrations Per 10,000 Adults",64,Registrations
S12000034,2011,Ratio,"Registrations Per 10,000 Adults",57,Registrations
S12000006,2011,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000042,2011,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000036,2011,Ratio,"Registrations Per 10,000 Adults",53,Registrations
S12000005,2011,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000028,2010,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000029,2010,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000026,2010,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000027,2010,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000040,2010,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S92000003,2011,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000030,2010,Ratio,"Registrations Per 10,000 Adults",48,Registrations
S12000039,2010,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000045,2005,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000008,2005,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000010,2005,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000006,2005,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000042,2005,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000047,2005,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000017,2005,Ratio,"Registrations Per 10,000 Adults",52,Registrations
S12000011,2005,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000014,2005,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000033,2005,Ratio,"Registrations Per 10,000 Adults",47,Registrations
S12000034,2005,Ratio,"Registrations Per 10,000 Adults",53,Registrations
S12000040,2004,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S92000003,2005,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000036,2005,Ratio,"Registrations Per 10,000 Adults",49,Registrations
S12000005,2005,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000041,2005,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000035,2005,Ratio,"Registrations Per 10,000 Adults",50,Registrations
S12000028,2005,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000029,2005,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000026,2005,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000027,2005,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000040,2005,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S92000003,2006,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000030,2005,Ratio,"Registrations Per 10,000 Adults",56,Registrations
S12000039,2005,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000020,2005,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000013,2005,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000018,2005,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000019,2005,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000048,2005,Ratio,"Registrations Per 10,000 Adults",47,Registrations
S12000038,2005,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000021,2005,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000023,2005,Ratio,"Registrations Per 10,000 Adults",55,Registrations
S12000042,2004,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000008,2004,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000005,2004,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000006,2004,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000011,2004,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000014,2004,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000045,2004,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000010,2004,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S92000003,2004,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000033,2004,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S92000003,2002,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S92000003,2003,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000035,2004,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000036,2004,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000034,2004,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000041,2004,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000026,2004,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000027,2004,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000048,2004,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000038,2004,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000030,2004,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000039,2004,Ratio,"Registrations Per 10,000 Adults",19,Registrations
S12000028,2004,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000029,2004,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000018,2004,Ratio,"Registrations Per 10,000 Adults",23,Registrations
S12000019,2004,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000047,2004,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000017,2004,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000021,2004,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000023,2004,Ratio,"Registrations Per 10,000 Adults",47,Registrations
S12000020,2004,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000013,2004,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000014,2007,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000011,2007,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000047,2007,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000045,2007,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000010,2007,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000019,2007,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000020,2007,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000017,2007,Ratio,"Registrations Per 10,000 Adults",48,Registrations
S12000018,2007,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000035,2007,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000036,2007,Ratio,"Registrations Per 10,000 Adults",51,Registrations
S12000034,2007,Ratio,"Registrations Per 10,000 Adults",70,Registrations
S12000041,2007,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000042,2007,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000008,2007,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000005,2007,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000006,2007,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000039,2007,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000040,2007,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000029,2007,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000030,2007,Ratio,"Registrations Per 10,000 Adults",54,Registrations
S12000034,2008,Ratio,"Registrations Per 10,000 Adults",52,Registrations
S12000041,2008,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S92000003,2008,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000033,2008,Ratio,"Registrations Per 10,000 Adults",51,Registrations
S12000023,2007,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000048,2007,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000013,2007,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000021,2007,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000027,2007,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000028,2007,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000038,2007,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000026,2007,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000010,2006,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000011,2006,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000008,2006,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000045,2006,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000017,2006,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000018,2006,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000014,2006,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000047,2006,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000041,2006,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000035,2006,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000033,2006,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000034,2006,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000006,2006,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000042,2006,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000036,2006,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000005,2006,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000029,2006,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000030,2006,Ratio,"Registrations Per 10,000 Adults",47,Registrations
S12000027,2006,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000028,2006,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S92000003,2007,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000033,2007,Ratio,"Registrations Per 10,000 Adults",68,Registrations
S12000039,2006,Ratio,"Registrations Per 10,000 Adults",21,Registrations
S12000040,2006,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000013,2006,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000021,2006,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000019,2006,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000020,2006,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000038,2006,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000026,2006,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000023,2006,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000048,2006,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000040,2004,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000039,2004,Ratio,"De-Registrations Per 10,000 Adults",17,De-Registrations
S92000003,2005,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000029,2004,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000030,2004,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000041,2005,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000035,2005,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000033,2005,Ratio,"De-Registrations Per 10,000 Adults",42,De-Registrations
S12000034,2005,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000023,2004,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000048,2004,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000013,2004,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000021,2004,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000027,2004,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000028,2004,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000038,2004,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000026,2004,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000017,2005,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000018,2005,Ratio,"De-Registrations Per 10,000 Adults",21,De-Registrations
S12000014,2005,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000047,2005,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000013,2005,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000021,2005,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000019,2005,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000020,2005,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000006,2005,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000042,2005,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000036,2005,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000005,2005,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000010,2005,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000011,2005,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000008,2005,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000045,2005,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000030,2016,Ratio,"Registrations Per 10,000 Adults",52,Registrations
S12000029,2016,Ratio,"Registrations Per 10,000 Adults",47,Registrations
S12000039,2016,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000027,2016,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000028,2016,Ratio,"Registrations Per 10,000 Adults",48,Registrations
S12000033,2004,Ratio,"De-Registrations Per 10,000 Adults",46,De-Registrations
S12000034,2004,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000040,2016,Ratio,"Registrations Per 10,000 Adults",50,Registrations
S92000003,2004,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000013,2016,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000021,2016,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000019,2016,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000020,2016,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000038,2016,Ratio,"Registrations Per 10,000 Adults",49,Registrations
S12000026,2016,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000023,2016,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000048,2016,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000014,2004,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000047,2004,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000010,2004,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000011,2004,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000019,2004,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000020,2004,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000017,2004,Ratio,"De-Registrations Per 10,000 Adults",40,De-Registrations
S12000018,2004,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000036,2004,Ratio,"De-Registrations Per 10,000 Adults",47,De-Registrations
S12000005,2004,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000041,2004,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000035,2004,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000008,2004,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000045,2004,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000006,2004,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000042,2004,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000034,2007,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000033,2007,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000041,2007,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000040,2006,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S92000003,2007,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000005,2007,Ratio,"De-Registrations Per 10,000 Adults",21,De-Registrations
S12000006,2007,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000035,2007,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000036,2007,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000026,2006,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000027,2006,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000048,2006,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000038,2006,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000030,2006,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000039,2006,Ratio,"De-Registrations Per 10,000 Adults",18,De-Registrations
S12000028,2006,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000029,2006,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000020,2007,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000013,2007,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000018,2007,Ratio,"De-Registrations Per 10,000 Adults",20,De-Registrations
S12000019,2007,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000048,2007,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000038,2007,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000021,2007,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000023,2007,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000045,2007,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000010,2007,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000042,2007,Ratio,"De-Registrations Per 10,000 Adults",24,De-Registrations
S12000008,2007,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000047,2007,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000017,2007,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000011,2007,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000014,2007,Ratio,"De-Registrations Per 10,000 Adults",22,De-Registrations
S92000003,2006,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000033,2006,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000039,2005,Ratio,"De-Registrations Per 10,000 Adults",18,De-Registrations
S12000040,2005,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000035,2006,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000036,2006,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000034,2006,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000041,2006,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000038,2005,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000026,2005,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000023,2005,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000048,2005,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000029,2005,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000030,2005,Ratio,"De-Registrations Per 10,000 Adults",44,De-Registrations
S12000027,2005,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000028,2005,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000018,2006,Ratio,"De-Registrations Per 10,000 Adults",17,De-Registrations
S12000019,2006,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000047,2006,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000017,2006,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000021,2006,Ratio,"De-Registrations Per 10,000 Adults",24,De-Registrations
S12000023,2006,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000020,2006,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000013,2006,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000042,2006,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000008,2006,Ratio,"De-Registrations Per 10,000 Adults",24,De-Registrations
S12000005,2006,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000006,2006,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000011,2006,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000014,2006,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000045,2006,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000010,2006,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000038,2013,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000048,2013,Ratio,"Registrations Per 10,000 Adults",50,Registrations
S12000026,2013,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000021,2013,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000023,2013,Ratio,"Registrations Per 10,000 Adults",47,Registrations
S12000029,2013,Ratio,"Registrations Per 10,000 Adults",47,Registrations
S12000030,2013,Ratio,"Registrations Per 10,000 Adults",56,Registrations
S12000027,2013,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000028,2013,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000047,2013,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000017,2013,Ratio,"Registrations Per 10,000 Adults",50,Registrations
S12000011,2013,Ratio,"Registrations Per 10,000 Adults",49,Registrations
S12000014,2013,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000020,2013,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000013,2013,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000018,2013,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000019,2013,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000042,2014,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000008,2014,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000005,2014,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000006,2014,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000011,2014,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000014,2014,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000045,2014,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000010,2014,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S92000003,2014,Ratio,"Registrations Per 10,000 Adults",48,Registrations
S12000033,2014,Ratio,"Registrations Per 10,000 Adults",67,Registrations
S12000039,2013,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000040,2013,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000035,2014,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000036,2014,Ratio,"Registrations Per 10,000 Adults",66,Registrations
S12000034,2014,Ratio,"Registrations Per 10,000 Adults",58,Registrations
S12000041,2014,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000023,2012,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000048,2012,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000013,2012,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000021,2012,Ratio,"Registrations Per 10,000 Adults",26,Registrations
S12000027,2012,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000028,2012,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000038,2012,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000026,2012,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000014,2012,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000047,2012,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000010,2012,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000011,2012,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000019,2012,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000020,2012,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000017,2012,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000018,2012,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000005,2013,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000006,2013,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000035,2013,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000036,2013,Ratio,"Registrations Per 10,000 Adults",66,Registrations
S12000045,2013,Ratio,"Registrations Per 10,000 Adults",46,Registrations
